Vardas         Pavarde        ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas604      Pavarde604     7     2     6     4     7     2     3     7     3     2     6     10    5     5     2     5     
Vardas605      Pavarde605     7     2     8     9     4     3     10    10    2     1     1     10    8     4     10    9     
Vardas606      Pavarde606     5     8     4     1     2     8     10    8     2     3     9     6     2     2     1     10    
Vardas607      Pavarde607     4     5     9     7     8     1     6     1     5     3     9     9     7     1     3     1     
Vardas608      Pavarde608     6     10    10    4     9     4     1     6     6     6     8     5     9     1     9     8     
Vardas609      Pavarde609     9     10    10    6     6     10    4     10    3     2     4     7     8     6     1     4     
Vardas610      Pavarde610     4     4     8     6     6     9     5     1     10    7     5     3     1     6     3     2     
Vardas611      Pavarde611     2     8     4     1     6     1     1     5     2     6     2     10    9     2     8     3     
Vardas612      Pavarde612     6     1     9     1     1     1     3     9     2     8     9     3     8     7     2     4     
Vardas613      Pavarde613     2     9     10    10    2     5     9     8     9     1     4     4     5     9     7     1     
Vardas614      Pavarde614     4     6     10    9     6     10    2     1     7     1     1     4     9     5     3     2     
Vardas615      Pavarde615     5     5     10    2     8     9     1     10    2     7     4     4     6     1     6     4     
Vardas616      Pavarde616     4     8     2     3     1     9     5     1     8     6     1     4     5     3     5     3     
Vardas617      Pavarde617     5     3     9     7     8     3     2     10    6     3     3     9     4     7     2     4     
Vardas618      Pavarde618     10    7     4     6     2     4     1     7     5     4     6     6     8     3     9     10    
Vardas619      Pavarde619     4     10    9     6     3     1     1     3     6     8     10    9     9     3     1     3     
Vardas620      Pavarde620     8     1     7     7     4     6     2     7     10    8     4     7     4     7     2     4     
Vardas621      Pavarde621     6     4     5     10    7     8     9     2     2     10    6     3     9     9     2     7     
Vardas622      Pavarde622     10    9     2     4     5     9     9     8     8     10    10    3     1     9     6     8     
Vardas623      Pavarde623     9     9     5     4     1     9     6     9     3     1     8     2     8     1     6     4     
Vardas624      Pavarde624     4     4     4     1     10    1     9     4     4     10    4     7     9     2     6     6     
Vardas625      Pavarde625     8     7     2     2     10    9     9     4     1     9     3     2     10    8     7     7     
Vardas626      Pavarde626     7     3     4     6     4     3     1     1     8     1     5     4     7     1     1     4     
Vardas627      Pavarde627     5     2     1     6     4     2     6     6     10    7     10    1     10    9     10    9     
Vardas628      Pavarde628     1     8     4     5     3     3     4     1     7     1     10    6     7     8     2     5     
Vardas629      Pavarde629     5     3     6     10    1     10    6     6     5     1     3     10    2     4     3     9     
Vardas630      Pavarde630     8     7     3     8     7     5     2     9     1     6     8     10    4     7     10    2     
Vardas631      Pavarde631     7     9     10    6     5     5     3     10    10    7     5     5     2     3     9     3     
Vardas632      Pavarde632     8     6     2     5     3     4     10    2     2     5     4     10    2     6     2     1     
Vardas633      Pavarde633     1     8     1     4     4     9     10    7     7     2     4     6     10    4     2     5     
Vardas634      Pavarde634     5     1     8     6     2     8     2     9     6     10    9     9     8     5     7     3     
Vardas635      Pavarde635     3     8     4     5     9     8     4     8     10    2     8     7     6     6     3     4     
Vardas636      Pavarde636     9     8     2     5     2     3     3     2     5     7     10    10    10    3     3     7     
Vardas637      Pavarde637     9     3     5     10    10    10    5     7     5     4     2     7     10    2     5     3     
Vardas638      Pavarde638     6     5     6     5     2     4     5     5     9     7     9     7     9     3     3     7     
Vardas639      Pavarde639     1     6     5     2     1     1     8     9     3     6     5     6     6     10    7     9     
Vardas640      Pavarde640     4     6     9     1     2     8     9     1     7     6     3     1     3     3     4     4     
Vardas641      Pavarde641     4     2     9     3     3     9     1     5     8     4     1     5     10    4     10    8     
Vardas642      Pavarde642     5     5     1     8     4     5     6     5     3     1     7     2     9     9     1     6     
Vardas643      Pavarde643     4     7     8     10    7     1     5     5     3     5     2     9     6     4     2     5     
Vardas644      Pavarde644     2     4     3     4     4     1     5     3     4     6     8     5     9     4     3     8     
Vardas645      Pavarde645     1     7     3     7     6     6     2     7     10    1     1     1     5     1     10    5     
Vardas646      Pavarde646     7     5     1     5     8     3     5     2     3     7     3     5     2     10    7     3     
Vardas647      Pavarde647     10    8     4     10    1     9     5     8     4     5     6     3     1     9     2     10    
Vardas648      Pavarde648     8     4     2     4     10    1     6     1     2     1     3     6     10    1     2     1     
Vardas649      Pavarde649     9     5     2     3     2     10    7     9     9     1     10    9     10    6     2     7     
Vardas650      Pavarde650     9     2     5     6     3     3     1     2     9     4     5     7     9     4     7     5     
Vardas651      Pavarde651     6     6     9     7     3     9     9     3     5     5     10    9     2     9     5     2     
Vardas652      Pavarde652     2     4     9     7     3     7     7     2     10    1     9     7     5     9     5     8     
Vardas653      Pavarde653     9     5     6     8     2     3     10    5     4     8     1     3     3     7     8     7     
Vardas654      Pavarde654     5     6     5     10    5     4     9     4     7     10    6     2     2     1     2     6     
Vardas655      Pavarde655     7     1     1     8     2     3     2     5     5     8     4     7     5     8     1     7     
Vardas656      Pavarde656     10    2     1     6     2     2     3     2     9     1     8     3     4     10    5     1     
Vardas657      Pavarde657     8     2     7     4     5     8     2     5     10    7     2     3     10    10    6     6     
Vardas658      Pavarde658     10    5     2     2     10    1     9     9     7     7     3     5     7     6     3     7     
Vardas659      Pavarde659     10    5     7     7     1     8     8     2     10    4     8     9     1     2     6     4     
Vardas660      Pavarde660     1     5     6     2     3     2     1     10    9     2     10    6     6     4     9     7     
Vardas661      Pavarde661     4     7     7     9     6     3     5     1     6     10    4     7     4     4     8     5     
Vardas662      Pavarde662     7     4     9     4     1     4     1     5     8     8     6     3     1     8     8     9     
Vardas663      Pavarde663     4     1     5     3     8     5     3     2     6     6     5     10    7     4     6     10    
Vardas664      Pavarde664     10    8     4     9     2     9     6     6     10    8     10    9     2     6     5     7     
Vardas665      Pavarde665     10    9     10    10    6     2     1     10    6     4     5     5     5     2     3     10    
Vardas666      Pavarde666     6     4     4     4     1     7     8     6     7     8     5     10    1     5     3     2     
Vardas667      Pavarde667     2     5     4     10    5     8     8     10    8     2     8     9     3     7     10    4     
Vardas668      Pavarde668     7     1     4     10    7     9     6     4     7     8     9     6     10    9     2     3     
Vardas669      Pavarde669     2     5     4     7     1     3     4     10    10    8     2     8     8     4     2     4     
Vardas670      Pavarde670     7     3     3     9     6     9     4     1     3     9     2     4     7     6     5     10    
Vardas671      Pavarde671     3     1     3     8     3     9     2     3     9     8     1     10    5     7     4     8     
Vardas672      Pavarde672     10    8     5     4     3     7     2     8     5     1     10    1     2     9     10    3     
Vardas673      Pavarde673     8     1     4     2     9     10    10    4     2     9     4     2     8     4     4     5     
Vardas674      Pavarde674     10    4     6     10    10    6     2     1     2     1     2     10    1     7     8     1     
Vardas675      Pavarde675     9     9     6     2     9     7     5     9     5     1     2     5     5     9     10    6     
Vardas676      Pavarde676     6     8     8     9     9     10    2     10    10    3     3     5     7     4     7     7     
Vardas677      Pavarde677     9     10    4     1     7     1     9     9     5     10    10    9     1     1     9     5     
Vardas678      Pavarde678     6     10    4     3     6     1     5     6     6     5     10    4     6     8     3     8     
Vardas679      Pavarde679     2     9     5     7     9     9     5     4     8     6     8     7     8     6     1     1     
Vardas680      Pavarde680     2     8     6     5     1     10    2     2     8     2     4     5     5     5     2     3     
Vardas681      Pavarde681     6     6     8     4     6     1     6     5     8     6     9     8     5     10    5     3     
Vardas682      Pavarde682     4     7     8     6     1     3     6     6     2     10    1     2     5     5     1     2     
Vardas683      Pavarde683     3     3     5     1     8     3     3     7     5     2     2     4     7     10    6     3     
Vardas684      Pavarde684     6     2     6     6     6     3     9     9     5     7     1     1     7     2     4     1     
Vardas685      Pavarde685     1     1     7     7     2     6     7     10    3     10    8     2     5     8     9     8     
Vardas686      Pavarde686     4     9     3     2     5     4     8     2     6     8     9     10    10    8     4     3     
Vardas687      Pavarde687     4     2     5     1     1     9     7     1     8     1     2     5     6     7     1     7     
Vardas688      Pavarde688     6     10    1     3     9     2     6     1     7     10    1     9     2     8     2     5     
Vardas689      Pavarde689     1     8     10    5     3     3     1     6     7     6     5     5     8     10    3     2     
Vardas690      Pavarde690     9     2     5     8     6     10    6     6     9     5     10    4     4     3     10    4     
Vardas691      Pavarde691     8     4     1     1     5     4     8     4     4     5     2     5     8     4     6     4     
Vardas692      Pavarde692     1     9     5     1     8     4     9     6     10    7     1     8     7     8     2     10    
Vardas693      Pavarde693     8     10    7     10    8     6     2     10    6     6     1     2     8     7     2     3     
Vardas694      Pavarde694     6     9     10    8     7     10    1     6     8     6     5     8     7     7     3     7     
Vardas695      Pavarde695     4     4     3     1     3     9     3     6     8     4     3     2     7     9     8     8     
Vardas696      Pavarde696     6     6     3     8     9     3     5     3     9     10    7     9     5     8     6     1     
Vardas697      Pavarde697     6     3     9     7     3     3     2     3     6     7     3     7     1     2     2     10    
Vardas698      Pavarde698     5     5     7     8     1     9     7     6     3     8     5     1     3     10    7     8     
Vardas699      Pavarde699     4     7     8     4     4     8     4     10    2     9     4     4     7     2     6     9     
Vardas700      Pavarde700     1     5     5     5     1     4     10    7     8     9     10    8     7     4     2     6     
Vardas701      Pavarde701     10    7     7     1     9     10    3     1     7     9     9     6     8     3     8     8     
Vardas702      Pavarde702     10    4     10    1     4     7     6     2     10    3     8     5     5     10    8     5     
Vardas703      Pavarde703     8     1     5     1     10    5     9     5     2     5     7     4     2     3     2     1     
Vardas704      Pavarde704     10    6     1     7     6     1     6     10    5     8     10    3     10    10    9     5     
Vardas705      Pavarde705     3     7     1     6     3     1     3     7     3     1     9     3     10    5     5     1     
Vardas706      Pavarde706     5     1     10    5     10    6     3     10    7     9     4     1     6     4     10    4     
Vardas707      Pavarde707     1     8     10    2     8     5     9     5     5     8     2     5     2     10    8     5     
Vardas708      Pavarde708     8     4     2     2     6     10    4     7     7     10    3     3     4     4     4     7     
Vardas709      Pavarde709     10    6     9     4     1     4     10    10    4     2     7     2     2     8     8     4     
Vardas710      Pavarde710     7     9     8     5     4     10    8     5     5     7     4     9     4     1     2     1     
Vardas711      Pavarde711     10    7     3     9     2     9     9     10    10    3     10    1     7     3     1     6     
Vardas712      Pavarde712     4     8     1     8     7     4     5     8     9     9     10    9     1     6     7     1     
Vardas713      Pavarde713     3     6     3     10    1     4     1     8     3     10    10    9     7     6     4     1     
Vardas714      Pavarde714     1     6     4     4     7     10    10    4     1     8     4     10    7     7     9     1     
Vardas715      Pavarde715     1     5     9     8     10    3     3     5     5     10    6     10    4     9     10    4     
Vardas716      Pavarde716     2     4     4     1     1     10    7     9     5     4     2     6     10    10    7     5     
Vardas717      Pavarde717     10    2     4     9     4     9     2     9     10    5     7     5     4     6     2     8     
Vardas718      Pavarde718     1     10    2     10    6     9     6     1     4     10    1     7     3     3     9     10    
Vardas719      Pavarde719     10    2     7     3     7     5     9     9     4     1     4     7     1     10    7     6     
Vardas720      Pavarde720     4     8     5     2     10    1     6     9     1     9     4     1     9     3     4     7     
Vardas721      Pavarde721     9     6     3     1     5     2     10    5     2     4     2     10    4     5     4     2     
Vardas722      Pavarde722     4     3     10    5     4     2     2     10    10    6     6     7     8     2     6     7     
Vardas723      Pavarde723     5     8     5     2     8     8     8     4     4     7     2     3     1     5     6     7     
Vardas724      Pavarde724     5     1     7     8     9     3     8     7     6     8     1     7     1     6     2     8     
Vardas725      Pavarde725     7     2     8     6     4     1     1     3     7     8     4     4     1     1     1     4     
Vardas726      Pavarde726     3     4     7     10    6     5     10    10    1     4     5     5     2     6     9     6     
Vardas727      Pavarde727     3     7     3     10    7     7     5     4     4     1     5     10    6     1     10    5     
Vardas728      Pavarde728     6     4     7     5     4     10    5     2     3     3     6     9     5     1     7     3     
Vardas729      Pavarde729     9     3     2     4     7     2     5     6     7     3     8     6     1     8     10    10    
Vardas730      Pavarde730     4     2     6     4     7     6     7     5     2     4     4     8     8     1     1     3     
Vardas731      Pavarde731     7     8     4     5     3     10    2     8     4     2     8     10    10    8     10    10    
Vardas732      Pavarde732     9     7     3     2     2     6     7     7     6     6     2     7     9     6     1     4     
Vardas733      Pavarde733     9     10    1     10    7     1     5     10    5     1     4     7     9     5     5     6     
Vardas734      Pavarde734     3     7     6     5     9     4     9     2     1     7     8     10    6     7     10    5     
Vardas735      Pavarde735     6     2     1     5     7     7     9     1     4     1     9     8     9     6     10    7     
Vardas736      Pavarde736     8     8     6     8     2     8     5     7     7     1     7     8     3     4     8     7     
Vardas737      Pavarde737     7     1     1     9     4     2     2     6     6     9     2     3     6     7     10    9     
Vardas738      Pavarde738     4     6     3     7     6     3     6     2     9     4     10    2     2     9     2     9     
Vardas739      Pavarde739     6     10    8     3     8     7     5     1     3     1     2     10    1     4     1     4     
Vardas740      Pavarde740     6     2     6     7     6     1     9     5     5     7     8     2     9     4     3     5     
Vardas741      Pavarde741     2     4     8     6     3     5     7     1     7     6     6     7     10    2     2     8     
Vardas742      Pavarde742     2     3     1     9     7     2     8     7     2     3     4     3     7     8     4     8     
Vardas743      Pavarde743     3     2     5     10    1     9     9     3     2     3     6     6     6     10    5     10    
Vardas744      Pavarde744     6     7     7     1     4     5     3     1     1     2     3     7     6     6     6     2     
Vardas745      Pavarde745     3     7     6     9     7     1     4     7     4     2     1     7     5     6     5     6     
Vardas746      Pavarde746     4     2     1     2     1     10    9     7     1     4     6     3     4     10    2     4     
Vardas747      Pavarde747     4     6     9     6     9     9     1     7     9     9     2     2     5     4     8     10    
Vardas748      Pavarde748     6     10    4     2     2     10    4     2     7     3     10    2     3     10    5     9     
Vardas749      Pavarde749     8     10    1     8     7     2     5     10    5     5     10    5     2     6     3     8     
Vardas750      Pavarde750     4     9     5     2     6     3     9     1     1     8     10    4     3     4     1     5     
Vardas751      Pavarde751     5     9     9     3     10    6     9     7     4     10    2     2     10    8     9     1     
Vardas752      Pavarde752     4     8     4     7     9     9     5     8     2     7     4     2     1     9     1     5     
Vardas753      Pavarde753     10    7     6     6     10    7     8     4     6     2     6     7     2     7     4     9     
Vardas754      Pavarde754     7     6     4     5     3     5     7     4     3     8     3     9     10    4     8     5     
Vardas755      Pavarde755     3     7     9     6     1     10    6     2     6     4     6     8     8     4     3     4     
Vardas756      Pavarde756     1     7     5     5     6     7     4     5     8     4     4     9     8     1     1     8     
Vardas757      Pavarde757     3     1     1     5     5     8     10    4     6     5     1     5     5     7     10    6     
Vardas758      Pavarde758     8     9     1     8     8     9     2     10    4     8     6     4     4     4     1     5     
Vardas759      Pavarde759     3     3     3     2     2     1     7     5     5     7     5     3     9     8     10    4     
Vardas760      Pavarde760     2     5     7     8     7     6     4     4     5     8     6     9     8     7     5     4     
Vardas761      Pavarde761     9     6     7     10    7     9     8     3     10    10    1     9     3     5     7     9     
Vardas762      Pavarde762     3     5     4     4     3     8     8     5     3     4     8     5     10    8     4     6     
Vardas763      Pavarde763     3     6     4     5     3     2     2     8     10    8     10    10    9     5     4     9     
Vardas764      Pavarde764     3     9     10    1     3     7     5     8     6     1     9     3     4     8     10    8     
Vardas765      Pavarde765     4     4     10    8     8     6     10    5     6     1     7     8     7     3     10    1     
Vardas766      Pavarde766     6     2     9     9     7     2     7     7     6     1     9     2     6     6     4     8     
Vardas767      Pavarde767     9     10    10    6     9     8     3     3     4     2     1     9     3     7     8     6     
Vardas768      Pavarde768     4     6     10    7     5     8     7     9     8     6     5     6     4     4     8     3     
Vardas769      Pavarde769     10    2     8     7     4     5     3     7     3     10    5     8     6     1     5     8     
Vardas770      Pavarde770     5     1     4     7     1     5     4     7     6     4     9     3     1     2     6     4     
Vardas771      Pavarde771     6     9     2     5     3     3     7     1     1     3     3     10    10    3     3     2     
Vardas772      Pavarde772     2     2     1     8     5     9     1     4     5     4     8     10    1     5     3     1     
Vardas773      Pavarde773     3     7     4     5     4     2     10    2     5     1     8     5     4     4     7     2     
Vardas774      Pavarde774     1     2     6     5     9     9     1     6     8     9     9     2     3     9     10    2     
Vardas775      Pavarde775     5     1     5     4     3     7     5     5     3     10    2     2     9     10    3     5     
Vardas776      Pavarde776     6     3     6     4     5     1     8     3     5     1     4     1     10    2     9     8     
Vardas777      Pavarde777     6     7     3     5     3     2     3     2     8     9     6     6     1     9     1     2     
Vardas778      Pavarde778     3     1     10    8     5     7     5     7     10    8     4     6     4     1     8     6     
Vardas779      Pavarde779     6     3     7     8     6     9     7     5     2     7     2     1     8     8     10    5     
Vardas780      Pavarde780     2     10    9     1     7     3     8     10    3     6     7     8     7     6     8     5     
Vardas781      Pavarde781     3     2     4     1     3     3     4     3     6     7     7     10    10    4     9     9     
Vardas782      Pavarde782     2     4     1     10    6     8     3     4     10    2     8     1     9     10    9     10    
Vardas783      Pavarde783     9     6     8     4     3     10    9     5     6     4     2     2     5     7     7     5     
Vardas784      Pavarde784     6     8     6     2     10    6     1     7     6     4     5     10    4     5     6     9     
Vardas785      Pavarde785     6     9     7     8     8     8     5     2     7     1     1     5     10    5     9     1     
Vardas786      Pavarde786     8     3     9     7     3     1     1     3     9     10    9     4     9     9     8     8     
Vardas787      Pavarde787     9     1     5     7     1     2     4     6     1     5     5     4     10    3     5     5     
Vardas788      Pavarde788     1     1     10    10    1     6     1     10    8     5     7     3     10    1     8     2     
Vardas789      Pavarde789     4     9     2     9     9     7     7     9     5     1     6     4     1     7     5     10    
Vardas790      Pavarde790     3     4     8     6     2     10    1     3     1     2     8     7     4     1     1     8     
Vardas791      Pavarde791     6     10    3     4     7     9     9     9     1     4     9     5     10    1     9     2     
Vardas792      Pavarde792     10    9     4     5     9     7     6     7     5     5     7     9     5     7     4     6     
Vardas793      Pavarde793     6     4     1     7     2     4     5     10    3     2     10    6     5     9     2     7     
Vardas794      Pavarde794     2     2     7     8     5     3     10    4     10    6     3     1     2     8     6     5     
Vardas795      Pavarde795     2     1     3     2     6     6     4     6     3     3     10    1     8     4     6     5     
Vardas796      Pavarde796     3     1     4     2     4     5     6     7     3     2     7     5     7     8     10    8     
Vardas797      Pavarde797     8     9     1     9     8     7     7     1     1     10    10    8     7     5     7     9     
Vardas798      Pavarde798     1     9     10    3     1     1     6     9     10    7     7     7     9     5     8     5     
Vardas799      Pavarde799     7     9     4     8     2     6     9     9     10    3     3     9     6     7     7     7     
Vardas800      Pavarde800     4     8     2     3     10    3     2     6     10    5     10    6     2     10    9     1     
Vardas801      Pavarde801     3     8     7     4     2     6     6     2     1     8     6     1     2     5     2     6     
Vardas802      Pavarde802     9     3     8     3     9     6     7     7     9     2     5     6     3     2     1     7     
Vardas803      Pavarde803     3     10    9     8     4     3     5     3     6     4     3     6     9     4     9     9     
Vardas804      Pavarde804     8     4     5     10    8     10    6     4     8     1     5     6     2     7     6     5     
Vardas805      Pavarde805     5     1     5     3     4     5     7     3     8     9     7     8     4     5     4     10    
Vardas806      Pavarde806     2     5     2     5     7     9     3     6     9     1     9     9     2     3     7     3     
Vardas807      Pavarde807     10    7     1     7     2     7     7     5     7     10    8     10    2     9     4     8     
Vardas808      Pavarde808     4     9     6     9     8     6     8     2     6     7     8     9     3     6     3     8     
Vardas809      Pavarde809     8     5     10    4     10    3     8     3     1     7     1     3     5     7     8     10    
Vardas810      Pavarde810     4     2     10    2     7     5     6     10    5     4     9     5     1     4     8     3     
Vardas811      Pavarde811     3     1     2     3     6     7     9     7     6     8     4     7     3     7     7     2     
Vardas812      Pavarde812     8     6     5     8     7     9     9     1     6     9     10    6     10    3     7     1     
Vardas813      Pavarde813     9     1     7     5     9     2     1     10    2     4     6     9     6     5     8     7     
Vardas814      Pavarde814     7     6     10    4     4     2     2     8     7     3     6     6     10    3     2     2     
Vardas815      Pavarde815     1     2     6     4     1     4     5     5     10    5     6     4     2     8     10    6     
Vardas816      Pavarde816     10    6     2     3     9     10    8     5     8     7     3     4     7     1     7     1     
Vardas817      Pavarde817     7     3     10    5     10    5     10    7     8     9     2     4     6     7     10    9     
Vardas818      Pavarde818     5     4     1     9     3     8     4     3     4     4     7     5     5     8     3     5     
Vardas819      Pavarde819     6     10    8     3     10    2     2     6     1     7     9     2     7     3     5     1     
Vardas820      Pavarde820     3     3     8     5     2     10    7     9     5     10    9     3     3     9     1     8     
Vardas821      Pavarde821     10    3     5     4     9     8     6     8     4     1     5     10    7     10    9     9     
Vardas822      Pavarde822     4     9     3     10    8     10    2     1     1     3     2     1     5     6     10    9     
Vardas823      Pavarde823     10    10    7     9     1     1     1     7     3     1     1     1     9     8     5     1     
Vardas824      Pavarde824     2     7     8     8     6     7     6     3     4     10    9     10    5     7     9     8     
Vardas825      Pavarde825     8     7     8     3     4     7     10    7     6     8     5     6     1     1     7     1     
Vardas826      Pavarde826     1     7     8     6     9     5     5     6     10    4     1     4     5     5     6     2     
Vardas827      Pavarde827     2     4     7     8     9     10    8     4     3     3     6     5     3     5     1     6     
Vardas828      Pavarde828     7     1     4     7     3     10    8     3     1     2     8     3     7     5     9     4     
Vardas829      Pavarde829     9     5     6     7     6     10    6     2     6     8     9     9     9     4     2     1     
Vardas830      Pavarde830     8     10    2     7     9     1     10    7     5     4     6     8     3     6     1     6     
Vardas831      Pavarde831     6     2     10    7     9     10    9     3     4     7     3     7     9     6     7     1     
Vardas832      Pavarde832     2     8     5     8     3     1     2     8     2     6     7     10    5     7     10    8     
Vardas833      Pavarde833     3     3     2     6     9     9     5     1     4     10    9     1     2     10    2     6     
Vardas834      Pavarde834     4     4     9     5     3     2     3     6     1     6     4     10    7     1     9     1     
Vardas835      Pavarde835     3     10    1     10    6     5     5     5     2     3     3     5     8     1     5     6     
Vardas836      Pavarde836     10    6     9     9     1     10    6     7     10    6     8     2     10    1     1     7     
Vardas837      Pavarde837     8     10    2     10    4     4     8     4     5     6     8     3     10    1     5     9     
Vardas838      Pavarde838     7     2     7     7     3     1     6     4     8     6     6     2     4     2     9     10    
Vardas839      Pavarde839     4     10    3     7     5     7     3     1     9     5     8     8     5     8     8     5     
Vardas840      Pavarde840     4     1     6     4     5     7     5     7     6     8     1     4     5     5     2     2     
Vardas841      Pavarde841     5     4     1     10    8     10    7     10    10    10    1     10    5     9     1     4     
Vardas842      Pavarde842     1     3     3     6     8     10    6     10    10    9     3     6     3     6     2     4     
Vardas843      Pavarde843     1     2     6     1     5     1     7     5     4     1     8     1     2     2     9     2     
Vardas844      Pavarde844     4     4     5     1     8     6     5     5     10    6     2     6     6     3     10    9     
Vardas845      Pavarde845     8     5     5     8     8     1     6     9     7     6     10    6     10    3     3     7     
Vardas846      Pavarde846     8     5     3     10    4     1     10    3     5     7     1     4     8     4     10    3     
Vardas847      Pavarde847     2     7     4     3     6     10    1     5     5     4     4     1     3     3     10    5     
Vardas848      Pavarde848     4     6     3     6     3     5     2     4     4     10    2     8     5     6     3     8     
Vardas849      Pavarde849     1     10    8     2     3     6     3     2     5     8     7     7     1     8     7     4     
Vardas850      Pavarde850     10    9     6     3     5     8     6     8     9     2     2     2     10    9     5     10    
Vardas851      Pavarde851     4     5     2     3     9     10    8     6     5     6     9     7     10    10    1     10    
Vardas852      Pavarde852     9     9     2     10    2     9     4     5     7     9     2     7     8     1     1     7     
Vardas853      Pavarde853     1     8     8     4     2     9     5     3     2     8     10    7     5     4     8     7     
Vardas854      Pavarde854     5     4     5     2     4     9     4     2     2     3     5     8     3     1     6     4     
Vardas855      Pavarde855     3     9     9     5     6     9     5     7     9     7     9     4     2     4     9     10    
Vardas856      Pavarde856     10    7     8     7     3     8     1     2     10    9     4     10    2     10    3     8     
Vardas857      Pavarde857     9     5     7     8     10    8     9     8     10    3     8     1     9     3     1     6     
Vardas858      Pavarde858     10    7     8     8     10    10    1     8     3     7     1     7     7     8     7     6     
Vardas859      Pavarde859     6     6     1     1     3     6     4     2     9     8     10    1     6     9     3     3     
Vardas860      Pavarde860     7     1     5     2     2     4     3     8     7     9     3     7     10    3     8     3     
Vardas861      Pavarde861     9     1     5     10    9     7     9     1     3     6     8     2     5     6     10    10    
Vardas862      Pavarde862     5     1     9     1     1     10    5     2     6     10    10    1     7     6     7     1     
Vardas863      Pavarde863     10    10    10    9     7     2     1     3     5     4     1     4     2     1     7     8     
Vardas864      Pavarde864     6     2     5     1     8     4     3     5     5     4     9     6     7     1     5     8     
Vardas865      Pavarde865     4     3     1     9     3     2     6     4     1     7     10    8     5     8     1     7     
Vardas866      Pavarde866     1     3     1     3     5     7     4     2     6     8     8     3     4     6     9     6     
Vardas867      Pavarde867     8     1     9     3     3     1     1     1     6     1     3     1     7     3     3     2     
Vardas868      Pavarde868     10    10    6     4     6     1     1     9     6     4     4     6     7     5     10    6     
Vardas869      Pavarde869     2     2     5     5     3     1     5     5     6     6     1     10    2     5     8     3     
Vardas870      Pavarde870     6     5     4     1     5     8     8     1     4     2     10    3     3     7     3     5     
Vardas871      Pavarde871     1     10    9     4     3     5     7     9     3     4     6     7     1     9     6     9     
Vardas872      Pavarde872     10    1     9     9     4     1     7     1     10    5     1     4     6     3     5     2     
Vardas873      Pavarde873     1     2     10    9     6     7     4     5     3     2     10    6     3     3     8     1     
Vardas874      Pavarde874     4     4     8     8     6     8     1     5     6     1     2     2     7     1     1     5     
Vardas875      Pavarde875     4     5     6     2     8     1     1     5     2     3     4     3     2     5     5     1     
Vardas876      Pavarde876     10    6     6     10    5     6     10    4     10    5     1     8     1     9     6     6     
Vardas877      Pavarde877     10    6     2     4     10    10    9     2     10    1     5     6     2     1     4     6     
Vardas878      Pavarde878     3     2     1     4     2     7     5     1     2     7     5     9     3     1     4     4     
Vardas879      Pavarde879     2     10    10    1     1     10    3     5     5     10    7     1     8     3     4     3     
Vardas880      Pavarde880     10    7     7     1     2     7     5     10    5     3     9     8     2     10    6     4     
Vardas881      Pavarde881     2     8     7     6     1     3     6     5     1     8     6     1     7     4     3     4     
Vardas882      Pavarde882     3     6     5     9     7     9     7     2     6     10    8     5     10    1     3     7     
Vardas883      Pavarde883     1     5     6     2     7     6     4     10    1     5     3     3     9     7     6     3     
Vardas884      Pavarde884     7     3     1     5     7     3     8     8     7     4     4     4     8     8     8     9     
Vardas885      Pavarde885     10    8     2     7     10    4     2     4     9     2     9     10    3     10    7     9     
Vardas886      Pavarde886     4     6     10    2     6     5     5     8     5     9     1     5     2     5     10    8     
Vardas887      Pavarde887     9     8     4     4     1     1     9     1     1     2     4     4     3     3     1     9     
Vardas888      Pavarde888     10    1     5     2     8     2     3     2     6     8     1     10    2     4     6     8     
Vardas889      Pavarde889     5     5     8     4     3     5     6     9     5     3     7     10    9     4     4     8     
Vardas890      Pavarde890     7     2     3     4     10    10    8     9     8     5     4     6     10    5     5     7     
Vardas891      Pavarde891     3     5     9     1     10    4     2     10    3     9     2     10    9     4     5     9     
Vardas892      Pavarde892     1     9     1     9     10    5     9     2     3     4     9     8     10    7     7     9     
Vardas893      Pavarde893     8     8     4     10    9     10    4     8     1     1     3     5     5     4     7     2     
Vardas894      Pavarde894     2     6     6     5     9     2     3     6     2     8     8     10    4     1     1     10    
Vardas895      Pavarde895     7     1     4     5     8     2     7     7     5     1     8     10    3     4     9     7     
Vardas896      Pavarde896     8     9     5     2     3     10    9     8     7     3     4     4     4     9     7     2     
Vardas897      Pavarde897     4     1     4     5     7     5     3     1     10    1     9     1     5     6     2     9     
Vardas898      Pavarde898     10    2     2     7     1     9     8     8     7     4     8     8     2     1     9     9     
Vardas899      Pavarde899     10    10    1     7     4     1     9     9     10    6     5     1     8     10    6     5     
Vardas900      Pavarde900     8     6     10    1     3     1     9     4     2     1     5     9     3     8     8     4     
Vardas901      Pavarde901     5     6     2     9     3     4     8     6     3     6     2     10    10    7     4     3     
Vardas902      Pavarde902     9     4     2     9     5     8     3     9     9     2     10    1     3     4     9     4     
Vardas903      Pavarde903     7     5     2     6     8     5     5     3     7     8     9     9     8     1     6     8     
Vardas904      Pavarde904     8     1     1     6     6     6     4     2     8     8     8     8     7     9     10    6     
Vardas905      Pavarde905     2     1     4     2     5     10    7     6     2     2     1     1     7     2     9     1     
