Vardas         Pavarde                 Galutinis (Vid.)    Galutinis (Med.)
Vardas5168     Pavarde5168                         6.00                6.40
Vardas5169     Pavarde5169                         5.53                5.80
Vardas5170     Pavarde5170                         8.47                8.60
Vardas5171     Pavarde5171                         7.49                7.60
Vardas5172     Pavarde5172                         5.24                5.00
Vardas5173     Pavarde5173                         6.52                7.00
Vardas5174     Pavarde5174                         8.59                8.40
Vardas5175     Pavarde5175                         5.45                5.80
Vardas5176     Pavarde5176                         6.44                6.60
Vardas5177     Pavarde5177                         7.79                7.60
Vardas5179     Pavarde5179                         8.19                8.00
Vardas518      Pavarde518                          7.31                7.20
Vardas5180     Pavarde5180                         6.41                6.60
Vardas5181     Pavarde5181                         6.27                6.40
Vardas5182     Pavarde5182                         7.11                6.60
Vardas5183     Pavarde5183                         5.89                6.00
Vardas5184     Pavarde5184                         7.77                7.80
Vardas5185     Pavarde5185                         7.79                8.00
Vardas5187     Pavarde5187                         5.19                5.00
Vardas519      Pavarde519                          6.69                6.40
Vardas5190     Pavarde5190                         5.68                6.00
Vardas5192     Pavarde5192                         6.61                6.80
Vardas5193     Pavarde5193                         5.40                5.40
Vardas5194     Pavarde5194                         6.41                7.00
Vardas5196     Pavarde5196                         7.99                8.60
Vardas5199     Pavarde5199                         9.07                8.80
Vardas52       Pavarde52                           5.71                5.60
Vardas520      Pavarde520                          5.57                5.60
Vardas5200     Pavarde5200                         7.45                7.80
Vardas5201     Pavarde5201                         6.31                6.20
Vardas5202     Pavarde5202                         5.35                5.80
Vardas5208     Pavarde5208                         7.68                7.20
Vardas5209     Pavarde5209                         7.00                7.40
Vardas521      Pavarde521                          7.48                7.40
Vardas5210     Pavarde5210                         7.96                7.80
Vardas5211     Pavarde5211                         8.19                8.40
Vardas5213     Pavarde5213                         6.69                6.80
Vardas5214     Pavarde5214                         8.27                8.00
Vardas5220     Pavarde5220                         8.19                8.40
Vardas5221     Pavarde5221                         5.15                5.20
Vardas5222     Pavarde5222                         8.59                8.80
Vardas5224     Pavarde5224                         6.47                6.60
Vardas5226     Pavarde5226                         7.29                7.00
Vardas5228     Pavarde5228                         5.60                5.60
Vardas5229     Pavarde5229                         7.77                7.40
Vardas5230     Pavarde5230                         5.48                5.80
Vardas5231     Pavarde5231                         5.81                5.60
Vardas5232     Pavarde5232                         5.05                4.60
Vardas5234     Pavarde5234                         5.81                5.60
Vardas5235     Pavarde5235                         8.56                9.20
Vardas5236     Pavarde5236                         7.28                7.60
Vardas5239     Pavarde5239                         7.20                7.60
Vardas5240     Pavarde5240                         6.16                6.40
Vardas5241     Pavarde5241                         6.91                7.20
Vardas5243     Pavarde5243                         5.49                5.60
Vardas5244     Pavarde5244                         7.97                8.00
Vardas5247     Pavarde5247                         7.49                7.60
Vardas5249     Pavarde5249                         8.11                8.40
Vardas525      Pavarde525                          6.12                6.60
Vardas5250     Pavarde5250                         7.17                7.20
Vardas5253     Pavarde5253                         7.27                7.40
Vardas5255     Pavarde5255                         6.77                6.40
Vardas5258     Pavarde5258                         5.56                5.80
Vardas5259     Pavarde5259                         6.49                6.20
Vardas526      Pavarde526                          5.80                5.40
Vardas5260     Pavarde5260                         5.49                5.20
Vardas5261     Pavarde5261                         8.35                8.40
Vardas5262     Pavarde5262                         5.67                5.80
Vardas5263     Pavarde5263                         7.01                6.80
Vardas5264     Pavarde5264                         8.21                8.40
Vardas5265     Pavarde5265                         6.20                6.60
Vardas5269     Pavarde5269                         5.64                5.80
Vardas527      Pavarde527                          6.20                5.80
Vardas5272     Pavarde5272                         5.56                5.80
Vardas5273     Pavarde5273                         5.95                6.40
Vardas5274     Pavarde5274                         8.67                8.40
Vardas5276     Pavarde5276                         5.80                5.80
Vardas5280     Pavarde5280                         6.17                6.20
Vardas5281     Pavarde5281                         7.29                7.40
Vardas5284     Pavarde5284                         6.71                7.00
Vardas5285     Pavarde5285                         6.88                6.40
Vardas5286     Pavarde5286                         5.48                6.20
Vardas5288     Pavarde5288                         5.68                5.60
Vardas5289     Pavarde5289                         8.29                8.40
Vardas529      Pavarde529                          6.25                5.80
Vardas5290     Pavarde5290                         7.84                7.60
Vardas5291     Pavarde5291                         5.56                5.40
Vardas5293     Pavarde5293                         7.56                7.80
Vardas5294     Pavarde5294                         8.19                8.80
Vardas5296     Pavarde5296                         6.07                5.80
Vardas5297     Pavarde5297                         5.81                5.60
Vardas5298     Pavarde5298                         8.11                8.00
Vardas53       Pavarde53                           8.21                8.80
Vardas530      Pavarde530                          5.52                5.60
Vardas5300     Pavarde5300                         7.29                7.00
Vardas5301     Pavarde5301                         5.84                5.60
Vardas5302     Pavarde5302                         6.37                6.40
Vardas5303     Pavarde5303                         5.81                6.00
Vardas5304     Pavarde5304                         6.08                6.00
Vardas5305     Pavarde5305                         7.83                8.60
Vardas5306     Pavarde5306                         5.12                4.80
Vardas5309     Pavarde5309                         7.72                7.40
Vardas531      Pavarde531                          5.96                6.20
Vardas5311     Pavarde5311                         5.71                5.60
Vardas5312     Pavarde5312                         7.04                6.80
Vardas5313     Pavarde5313                         7.24                7.00
Vardas5314     Pavarde5314                         6.79                6.60
Vardas5315     Pavarde5315                         5.28                5.20
Vardas5318     Pavarde5318                         6.33                5.80
Vardas5320     Pavarde5320                         7.69                7.40
Vardas5321     Pavarde5321                         6.31                6.60
Vardas5322     Pavarde5322                         6.51                6.00
Vardas5323     Pavarde5323                         7.33                7.20
Vardas5324     Pavarde5324                         7.35                7.00
Vardas5326     Pavarde5326                         6.35                6.80
Vardas5328     Pavarde5328                         5.45                5.80
Vardas5329     Pavarde5329                         6.97                7.00
Vardas5331     Pavarde5331                         7.53                7.40
Vardas5332     Pavarde5332                         5.52                5.20
Vardas5334     Pavarde5334                         6.67                6.40
Vardas5338     Pavarde5338                         7.31                7.60
Vardas5339     Pavarde5339                         6.12                6.60
Vardas5340     Pavarde5340                         8.13                8.40
Vardas5349     Pavarde5349                         6.80                6.40
Vardas5351     Pavarde5351                         7.65                7.60
Vardas5352     Pavarde5352                         8.16                8.00
Vardas5353     Pavarde5353                         5.55                5.20
Vardas5354     Pavarde5354                         5.75                5.80
Vardas5358     Pavarde5358                         6.80                6.80
Vardas5359     Pavarde5359                         7.08                7.80
Vardas5361     Pavarde5361                         8.29                8.00
Vardas5363     Pavarde5363                         7.51                7.40
Vardas5364     Pavarde5364                         7.16                7.80
Vardas5365     Pavarde5365                         8.19                8.40
Vardas5366     Pavarde5366                         7.32                7.00
Vardas5369     Pavarde5369                         6.01                5.40
Vardas537      Pavarde537                          5.81                6.00
Vardas5370     Pavarde5370                         6.92                7.00
Vardas5371     Pavarde5371                         5.59                5.80
Vardas5374     Pavarde5374                         7.01                6.80
Vardas5376     Pavarde5376                         6.17                6.20
Vardas5377     Pavarde5377                         6.63                6.60
Vardas5379     Pavarde5379                         6.40                6.40
Vardas538      Pavarde538                          6.60                6.20
Vardas5381     Pavarde5381                         6.99                7.20
Vardas5384     Pavarde5384                         7.87                7.20
Vardas5386     Pavarde5386                         5.40                5.40
Vardas5387     Pavarde5387                         7.20                7.20
Vardas5389     Pavarde5389                         7.67                7.80
Vardas5390     Pavarde5390                         6.33                6.60
Vardas5391     Pavarde5391                         6.23                5.80
Vardas5393     Pavarde5393                         5.19                5.00
Vardas5396     Pavarde5396                         7.48                7.80
Vardas5397     Pavarde5397                         5.93                5.80
Vardas54       Pavarde54                           5.17                5.20
Vardas540      Pavarde540                          7.43                7.00
Vardas5404     Pavarde5404                         7.59                7.80
Vardas5405     Pavarde5405                         7.63                7.60
Vardas5406     Pavarde5406                         5.81                5.60
Vardas5407     Pavarde5407                         6.87                7.00
Vardas5408     Pavarde5408                         5.57                5.60
Vardas5409     Pavarde5409                         7.17                7.20
Vardas5410     Pavarde5410                         5.39                4.80
Vardas5411     Pavarde5411                         6.77                6.80
Vardas5414     Pavarde5414                         8.03                8.00
Vardas5416     Pavarde5416                         5.91                6.20
Vardas5418     Pavarde5418                         6.23                6.20
Vardas5419     Pavarde5419                         6.99                6.80
Vardas542      Pavarde542                          7.97                8.00
Vardas5420     Pavarde5420                         6.65                6.60
Vardas5422     Pavarde5422                         6.23                6.20
Vardas5423     Pavarde5423                         6.25                6.20
Vardas5426     Pavarde5426                         5.81                5.60
Vardas5427     Pavarde5427                         5.16                5.00
Vardas5428     Pavarde5428                         5.55                5.60
Vardas5429     Pavarde5429                         8.27                8.00
Vardas5431     Pavarde5431                         5.97                6.00
Vardas5432     Pavarde5432                         7.04                6.80
Vardas5433     Pavarde5433                         5.35                5.40
Vardas5435     Pavarde5435                         7.48                7.80
Vardas5437     Pavarde5437                         8.08                7.60
Vardas5438     Pavarde5438                         6.40                6.80
Vardas5440     Pavarde5440                         6.83                6.40
Vardas5441     Pavarde5441                         5.53                5.80
Vardas5442     Pavarde5442                         6.03                6.00
Vardas5443     Pavarde5443                         8.19                8.00
Vardas5444     Pavarde5444                         6.96                7.20
Vardas5445     Pavarde5445                         7.81                8.00
Vardas5447     Pavarde5447                         7.79                7.60
Vardas5449     Pavarde5449                         6.75                6.40
Vardas545      Pavarde545                          7.23                7.20
Vardas5450     Pavarde5450                         7.79                7.60
Vardas5451     Pavarde5451                         8.03                8.00
Vardas5454     Pavarde5454                         7.63                7.60
Vardas5455     Pavarde5455                         5.93                6.20
Vardas546      Pavarde546                          7.87                8.00
Vardas5462     Pavarde5462                         5.68                5.20
Vardas5464     Pavarde5464                         6.47                6.20
Vardas5465     Pavarde5465                         7.92                8.40
Vardas5466     Pavarde5466                         8.24                8.40
Vardas5468     Pavarde5468                         5.25                4.80
Vardas5470     Pavarde5470                         7.61                8.20
Vardas5471     Pavarde5471                         6.52                6.60
Vardas5472     Pavarde5472                         8.01                8.20
Vardas5474     Pavarde5474                         6.00                6.00
Vardas5476     Pavarde5476                         5.53                5.80
Vardas5478     Pavarde5478                         6.63                6.60
Vardas5479     Pavarde5479                         5.85                5.80
Vardas5480     Pavarde5480                         7.33                7.60
Vardas5481     Pavarde5481                         6.57                6.60
Vardas5482     Pavarde5482                         5.68                5.60
Vardas5483     Pavarde5483                         5.87                5.60
Vardas5484     Pavarde5484                         6.73                7.00
Vardas5485     Pavarde5485                         5.31                5.60
Vardas5487     Pavarde5487                         5.29                5.40
Vardas5489     Pavarde5489                         6.55                6.60
Vardas5490     Pavarde5490                         6.92                7.00
Vardas5493     Pavarde5493                         5.16                5.00
Vardas5494     Pavarde5494                         8.35                8.00
Vardas5495     Pavarde5495                         7.40                7.40
Vardas5496     Pavarde5496                         7.40                7.00
Vardas5502     Pavarde5502                         5.37                5.40
Vardas5503     Pavarde5503                         5.16                5.40
Vardas5507     Pavarde5507                         5.31                5.20
Vardas5508     Pavarde5508                         5.89                6.40
Vardas551      Pavarde551                          8.03                8.00
Vardas5510     Pavarde5510                         7.48                7.00
Vardas5511     Pavarde5511                         6.15                6.20
Vardas5515     Pavarde5515                         6.21                6.00
Vardas5517     Pavarde5517                         5.37                5.80
Vardas5518     Pavarde5518                         6.13                6.40
Vardas552      Pavarde552                          6.09                5.80
Vardas5520     Pavarde5520                         6.63                7.00
Vardas5522     Pavarde5522                         5.03                4.60
Vardas5524     Pavarde5524                         7.76                7.20
Vardas5525     Pavarde5525                         5.57                5.60
Vardas5526     Pavarde5526                         5.01                5.60
Vardas5527     Pavarde5527                         6.17                6.20
Vardas5528     Pavarde5528                         5.31                5.60
Vardas5529     Pavarde5529                         7.72                7.80
Vardas5533     Pavarde5533                         5.03                4.60
Vardas5535     Pavarde5535                         5.35                5.00
Vardas5536     Pavarde5536                         5.97                6.40
Vardas5539     Pavarde5539                         8.08                8.00
Vardas554      Pavarde554                          5.21                5.00
Vardas5540     Pavarde5540                         5.76                5.60
Vardas5542     Pavarde5542                         5.79                5.60
Vardas5546     Pavarde5546                         7.75                7.40
Vardas5547     Pavarde5547                         6.77                6.40
Vardas5548     Pavarde5548                         5.89                6.00
Vardas555      Pavarde555                          6.05                6.00
Vardas5551     Pavarde5551                         7.56                7.80
Vardas5552     Pavarde5552                         8.56                8.80
Vardas5553     Pavarde5553                         7.77                7.80
Vardas5554     Pavarde5554                         5.48                5.80
Vardas5556     Pavarde5556                         6.12                6.20
Vardas5557     Pavarde5557                         5.27                5.40
Vardas5558     Pavarde5558                         6.63                7.00
Vardas5559     Pavarde5559                         5.91                5.80
Vardas556      Pavarde556                          7.24                7.40
Vardas5561     Pavarde5561                         7.25                7.20
Vardas5563     Pavarde5563                         8.21                8.00
Vardas5564     Pavarde5564                         6.77                7.20
Vardas5565     Pavarde5565                         6.85                6.80
Vardas557      Pavarde557                          6.03                6.00
Vardas5570     Pavarde5570                         6.59                6.00
Vardas5572     Pavarde5572                         7.80                7.80
Vardas5574     Pavarde5574                         6.93                6.40
Vardas5575     Pavarde5575                         7.53                7.40
Vardas5576     Pavarde5576                         7.60                7.20
Vardas5577     Pavarde5577                         6.91                7.20
Vardas5578     Pavarde5578                         6.31                6.20
Vardas558      Pavarde558                          5.08                5.00
Vardas5581     Pavarde5581                         5.95                6.00
Vardas5583     Pavarde5583                         5.13                5.00
Vardas5585     Pavarde5585                         6.93                6.80
Vardas5586     Pavarde5586                         6.69                6.80
Vardas5588     Pavarde5588                         7.75                7.80
Vardas559      Pavarde559                          7.29                7.00
Vardas5591     Pavarde5591                         5.96                5.80
Vardas5592     Pavarde5592                         5.61                5.80
Vardas5593     Pavarde5593                         5.24                5.00
Vardas5594     Pavarde5594                         5.21                5.40
Vardas5596     Pavarde5596                         8.12                8.20
Vardas5598     Pavarde5598                         7.31                7.20
Vardas560      Pavarde560                          7.80                7.80
Vardas5600     Pavarde5600                         6.75                6.40
Vardas5601     Pavarde5601                         6.55                6.60
Vardas5605     Pavarde5605                         7.93                7.80
Vardas5606     Pavarde5606                         5.07                4.80
Vardas5607     Pavarde5607                         7.91                8.20
Vardas5608     Pavarde5608                         6.28                6.20
Vardas5609     Pavarde5609                         5.68                6.00
Vardas5610     Pavarde5610                         7.59                7.40
Vardas5613     Pavarde5613                         5.03                5.00
Vardas5614     Pavarde5614                         5.32                5.80
Vardas5616     Pavarde5616                         7.45                7.40
Vardas5618     Pavarde5618                         7.01                7.20
Vardas5619     Pavarde5619                         5.87                6.40
Vardas562      Pavarde562                          8.05                7.60
Vardas5620     Pavarde5620                         6.77                6.40
Vardas5621     Pavarde5621                         6.25                6.20
Vardas5625     Pavarde5625                         5.65                5.60
Vardas5626     Pavarde5626                         5.04                5.20
Vardas5627     Pavarde5627                         7.04                6.80
Vardas5629     Pavarde5629                         7.41                7.60
Vardas5631     Pavarde5631                         5.33                5.20
Vardas5632     Pavarde5632                         5.81                5.20
Vardas5633     Pavarde5633                         7.41                7.60
Vardas5634     Pavarde5634                         7.15                6.80
Vardas5635     Pavarde5635                         6.57                7.40
Vardas5636     Pavarde5636                         7.95                8.40
Vardas5638     Pavarde5638                         7.75                7.80
Vardas5639     Pavarde5639                         6.76                6.60
Vardas564      Pavarde564                          7.89                8.40
Vardas5642     Pavarde5642                         8.03                8.00
Vardas5644     Pavarde5644                         6.64                6.40
Vardas5645     Pavarde5645                         8.35                8.40
Vardas5646     Pavarde5646                         5.95                6.00
Vardas5647     Pavarde5647                         7.12                7.20
Vardas5648     Pavarde5648                         5.72                6.20
Vardas5649     Pavarde5649                         5.57                5.60
Vardas5650     Pavarde5650                         7.97                8.00
Vardas5651     Pavarde5651                         5.57                5.60
Vardas5654     Pavarde5654                         7.57                8.00
Vardas5655     Pavarde5655                         5.03                5.00
Vardas5658     Pavarde5658                         8.67                9.20
Vardas5659     Pavarde5659                         8.27                8.40
Vardas566      Pavarde566                          5.37                5.40
Vardas5662     Pavarde5662                         5.29                5.40
Vardas5665     Pavarde5665                         8.09                8.20
Vardas5668     Pavarde5668                         7.93                8.20
Vardas567      Pavarde567                          7.95                7.60
Vardas5670     Pavarde5670                         6.87                7.00
Vardas5672     Pavarde5672                         6.93                7.20
Vardas5673     Pavarde5673                         7.25                7.60
Vardas5676     Pavarde5676                         6.56                6.80
Vardas5678     Pavarde5678                         5.28                5.20
Vardas568      Pavarde568                          6.29                6.80
Vardas5680     Pavarde5680                         8.08                8.40
Vardas5681     Pavarde5681                         5.01                5.20
Vardas5682     Pavarde5682                         6.65                6.60
Vardas5683     Pavarde5683                         8.45                8.40
Vardas5684     Pavarde5684                         7.59                7.40
Vardas5685     Pavarde5685                         5.51                5.80
Vardas569      Pavarde569                          5.11                4.60
Vardas5691     Pavarde5691                         7.15                6.80
Vardas5694     Pavarde5694                         6.07                6.20
Vardas5695     Pavarde5695                         5.79                5.60
Vardas5697     Pavarde5697                         6.29                6.80
Vardas5699     Pavarde5699                         7.43                7.40
Vardas57       Pavarde57                           6.60                7.00
Vardas570      Pavarde570                          6.37                6.00
Vardas5701     Pavarde5701                         7.08                7.40
Vardas5705     Pavarde5705                         5.40                5.00
Vardas5706     Pavarde5706                         6.25                6.20
Vardas5709     Pavarde5709                         8.77                9.20
Vardas571      Pavarde571                          6.84                7.00
Vardas5712     Pavarde5712                         7.80                7.80
Vardas5714     Pavarde5714                         6.25                6.20
Vardas5716     Pavarde5716                         8.32                8.40
Vardas5717     Pavarde5717                         7.15                7.60
Vardas5718     Pavarde5718                         5.21                5.40
Vardas572      Pavarde572                          6.52                6.60
Vardas5720     Pavarde5720                         6.24                6.00
Vardas5721     Pavarde5721                         6.49                6.60
Vardas5723     Pavarde5723                         5.87                6.00
Vardas5726     Pavarde5726                         8.27                8.40
Vardas5728     Pavarde5728                         7.12                7.20
Vardas5729     Pavarde5729                         7.59                7.80
Vardas573      Pavarde573                          6.79                7.00
Vardas5731     Pavarde5731                         5.35                5.40
Vardas5733     Pavarde5733                         6.85                7.20
Vardas5734     Pavarde5734                         7.55                8.40
Vardas574      Pavarde574                          7.59                7.40
Vardas5742     Pavarde5742                         6.33                6.20
Vardas5743     Pavarde5743                         7.07                7.20
Vardas5744     Pavarde5744                         6.36                6.60
Vardas5746     Pavarde5746                         7.79                7.60
Vardas5747     Pavarde5747                         7.44                7.60
Vardas5748     Pavarde5748                         6.77                6.80
Vardas5749     Pavarde5749                         7.07                6.80
Vardas5752     Pavarde5752                         6.76                7.00
Vardas5753     Pavarde5753                         6.20                6.20
Vardas5754     Pavarde5754                         6.47                6.20
Vardas5755     Pavarde5755                         8.03                7.60
Vardas5757     Pavarde5757                         5.13                5.00
Vardas5758     Pavarde5758                         6.69                6.40
Vardas5764     Pavarde5764                         7.29                7.00
Vardas5767     Pavarde5767                         5.71                5.60
Vardas5768     Pavarde5768                         7.57                7.20
Vardas5769     Pavarde5769                         7.43                7.40
Vardas5771     Pavarde5771                         5.43                5.80
Vardas5772     Pavarde5772                         5.87                5.60
Vardas5775     Pavarde5775                         7.92                7.60
Vardas5776     Pavarde5776                         5.31                5.20
Vardas5777     Pavarde5777                         7.40                7.40
Vardas5778     Pavarde5778                         8.16                8.40
Vardas5779     Pavarde5779                         8.48                8.40
Vardas578      Pavarde578                          8.53                8.80
Vardas5781     Pavarde5781                         7.40                7.40
Vardas5782     Pavarde5782                         5.05                5.00
Vardas5784     Pavarde5784                         6.84                6.60
Vardas5788     Pavarde5788                         5.08                5.00
Vardas5789     Pavarde5789                         5.87                6.00
Vardas579      Pavarde579                          7.04                7.20
Vardas5790     Pavarde5790                         8.32                8.40
Vardas5791     Pavarde5791                         8.27                8.40
Vardas5792     Pavarde5792                         7.51                7.40
Vardas5796     Pavarde5796                         6.49                6.60
Vardas5797     Pavarde5797                         7.97                7.20
Vardas5798     Pavarde5798                         7.45                7.80
Vardas5799     Pavarde5799                         6.85                6.80
Vardas5800     Pavarde5800                         6.11                6.40
Vardas5802     Pavarde5802                         8.11                8.00
Vardas5804     Pavarde5804                         5.19                5.00
Vardas5805     Pavarde5805                         8.16                8.40
Vardas5806     Pavarde5806                         8.40                8.00
Vardas5807     Pavarde5807                         8.21                8.40
Vardas5808     Pavarde5808                         5.21                5.40
Vardas581      Pavarde581                          7.33                7.60
Vardas5811     Pavarde5811                         6.63                6.60
Vardas5812     Pavarde5812                         5.76                5.60
Vardas5813     Pavarde5813                         5.81                5.60
Vardas5814     Pavarde5814                         8.27                8.40
Vardas5815     Pavarde5815                         7.09                7.20
Vardas5818     Pavarde5818                         6.91                6.80
Vardas5819     Pavarde5819                         6.09                5.80
Vardas582      Pavarde582                          5.16                5.00
Vardas5821     Pavarde5821                         7.56                7.00
Vardas5823     Pavarde5823                         7.28                7.20
Vardas5825     Pavarde5825                         6.52                6.60
Vardas5827     Pavarde5827                         8.35                8.40
Vardas5828     Pavarde5828                         5.60                5.60
Vardas583      Pavarde583                          7.28                7.60
Vardas5831     Pavarde5831                         5.57                5.60
Vardas5834     Pavarde5834                         8.03                8.00
Vardas5836     Pavarde5836                         6.96                6.80
Vardas5838     Pavarde5838                         6.88                6.80
Vardas584      Pavarde584                          6.23                6.20
Vardas5840     Pavarde5840                         5.32                5.80
Vardas5842     Pavarde5842                         6.92                7.40
Vardas5843     Pavarde5843                         7.93                8.60
Vardas5846     Pavarde5846                         5.57                5.60
Vardas5849     Pavarde5849                         6.77                7.20
Vardas585      Pavarde585                          6.99                7.20
Vardas5851     Pavarde5851                         5.43                5.80
Vardas5854     Pavarde5854                         6.41                6.60
Vardas5858     Pavarde5858                         6.47                7.00
Vardas5859     Pavarde5859                         8.40                8.40
Vardas586      Pavarde586                          5.47                5.20
Vardas5860     Pavarde5860                         7.35                6.60
Vardas5861     Pavarde5861                         6.39                6.20
Vardas5864     Pavarde5864                         7.04                7.20
Vardas5865     Pavarde5865                         6.17                6.20
Vardas5869     Pavarde5869                         7.97                8.00
Vardas5872     Pavarde5872                         6.83                6.80
Vardas5873     Pavarde5873                         5.84                5.60
Vardas5874     Pavarde5874                         6.47                6.60
Vardas5875     Pavarde5875                         6.55                6.60
Vardas5877     Pavarde5877                         6.48                6.00
Vardas5879     Pavarde5879                         8.35                8.00
Vardas5880     Pavarde5880                         5.21                5.00
Vardas5881     Pavarde5881                         6.60                6.60
Vardas5885     Pavarde5885                         7.32                7.00
Vardas5888     Pavarde5888                         6.57                6.60
Vardas5890     Pavarde5890                         5.56                5.80
Vardas5891     Pavarde5891                         8.19                8.00
Vardas5894     Pavarde5894                         5.73                5.60
Vardas5896     Pavarde5896                         8.27                8.00
Vardas5898     Pavarde5898                         5.37                4.60
Vardas5899     Pavarde5899                         6.51                6.40
Vardas590      Pavarde590                          8.16                8.00
Vardas5900     Pavarde5900                         6.52                6.60
Vardas5901     Pavarde5901                         5.05                5.00
Vardas5902     Pavarde5902                         6.52                6.60
Vardas5905     Pavarde5905                         7.61                7.40
Vardas5908     Pavarde5908                         5.55                5.20
Vardas5910     Pavarde5910                         6.65                6.60
Vardas5911     Pavarde5911                         7.73                7.60
Vardas5912     Pavarde5912                         8.19                8.00
Vardas5915     Pavarde5915                         7.67                7.80
Vardas5916     Pavarde5916                         7.19                7.00
Vardas5917     Pavarde5917                         5.56                6.20
Vardas5918     Pavarde5918                         5.63                6.00
Vardas5920     Pavarde5920                         7.92                7.60
Vardas5922     Pavarde5922                         6.61                6.80
Vardas5923     Pavarde5923                         8.83                8.80
Vardas5924     Pavarde5924                         6.83                6.80
Vardas5925     Pavarde5925                         6.44                6.60
Vardas5926     Pavarde5926                         5.87                5.60
Vardas5929     Pavarde5929                         7.93                8.60
Vardas593      Pavarde593                          7.43                7.80
Vardas5931     Pavarde5931                         5.81                5.60
Vardas5933     Pavarde5933                         5.73                6.00
Vardas5934     Pavarde5934                         7.29                7.00
Vardas5935     Pavarde5935                         7.43                6.60
Vardas5937     Pavarde5937                         5.03                5.00
Vardas5938     Pavarde5938                         8.16                8.40
Vardas594      Pavarde594                          6.88                6.80
Vardas5940     Pavarde5940                         5.65                5.60
Vardas5943     Pavarde5943                         8.21                8.40
Vardas5944     Pavarde5944                         7.44                7.60
Vardas5946     Pavarde5946                         6.31                6.20
Vardas5948     Pavarde5948                         6.00                6.00
Vardas595      Pavarde595                          7.85                8.20
Vardas5950     Pavarde5950                         8.13                7.60
Vardas5952     Pavarde5952                         6.31                6.60
Vardas5953     Pavarde5953                         7.00                7.40
Vardas5955     Pavarde5955                         7.73                7.60
Vardas5959     Pavarde5959                         7.56                7.80
Vardas596      Pavarde596                          5.23                5.20
Vardas5960     Pavarde5960                         8.21                8.80
Vardas5962     Pavarde5962                         5.68                6.00
Vardas5963     Pavarde5963                         6.88                6.80
Vardas5966     Pavarde5966                         6.71                6.60
Vardas5967     Pavarde5967                         5.08                5.00
Vardas5968     Pavarde5968                         6.61                6.80
Vardas597      Pavarde597                          5.77                5.80
Vardas5971     Pavarde5971                         5.08                5.00
Vardas5973     Pavarde5973                         5.44                5.20
Vardas5974     Pavarde5974                         6.99                7.20
Vardas5977     Pavarde5977                         6.60                7.00
Vardas5978     Pavarde5978                         7.17                7.20
Vardas598      Pavarde598                          5.76                5.20
Vardas5982     Pavarde5982                         5.56                5.80
Vardas5985     Pavarde5985                         8.11                7.60
Vardas5986     Pavarde5986                         5.31                5.20
Vardas599      Pavarde599                          6.19                6.80
Vardas5992     Pavarde5992                         5.60                5.20
Vardas600      Pavarde600                          7.16                7.00
Vardas6001     Pavarde6001                         5.45                6.20
Vardas6002     Pavarde6002                         7.04                6.80
Vardas6003     Pavarde6003                         5.75                5.80
Vardas6004     Pavarde6004                         6.81                7.00
Vardas6005     Pavarde6005                         5.35                5.40
Vardas6007     Pavarde6007                         7.56                7.80
Vardas6008     Pavarde6008                         5.65                5.20
Vardas6009     Pavarde6009                         6.21                6.00
Vardas601      Pavarde601                          6.88                6.80
Vardas6012     Pavarde6012                         7.48                7.40
Vardas6013     Pavarde6013                         8.43                8.00
Vardas6014     Pavarde6014                         5.29                5.80
Vardas6015     Pavarde6015                         6.12                5.40
Vardas6016     Pavarde6016                         8.48                8.80
Vardas6018     Pavarde6018                         6.20                6.60
Vardas602      Pavarde602                          5.63                5.20
Vardas6020     Pavarde6020                         6.99                7.20
Vardas6022     Pavarde6022                         5.13                5.40
Vardas6025     Pavarde6025                         5.71                5.60
Vardas6027     Pavarde6027                         8.35                8.40
Vardas6028     Pavarde6028                         7.88                7.80
Vardas6030     Pavarde6030                         7.52                7.60
Vardas6031     Pavarde6031                         8.04                8.20
Vardas6032     Pavarde6032                         5.91                5.80
Vardas6033     Pavarde6033                         7.44                7.60
Vardas6034     Pavarde6034                         6.25                6.20
Vardas6036     Pavarde6036                         8.24                7.60
Vardas6037     Pavarde6037                         5.36                5.60
Vardas6039     Pavarde6039                         5.37                5.40
Vardas604      Pavarde604                          5.28                5.20
Vardas6041     Pavarde6041                         7.16                7.00
Vardas6042     Pavarde6042                         7.28                7.20
Vardas6043     Pavarde6043                         7.92                8.00
Vardas6044     Pavarde6044                         5.44                5.20
Vardas6046     Pavarde6046                         5.99                5.80
Vardas6047     Pavarde6047                         5.43                6.20
Vardas6050     Pavarde6050                         6.68                6.60
Vardas6051     Pavarde6051                         6.25                6.60
Vardas6052     Pavarde6052                         8.16                8.40
Vardas6053     Pavarde6053                         7.13                7.00
Vardas6054     Pavarde6054                         6.57                6.60
Vardas6055     Pavarde6055                         6.73                6.60
Vardas6056     Pavarde6056                         7.15                6.80
Vardas6058     Pavarde6058                         5.08                4.60
Vardas6061     Pavarde6061                         8.09                8.20
Vardas6062     Pavarde6062                         7.21                7.00
Vardas6068     Pavarde6068                         7.27                7.00
Vardas607      Pavarde607                          6.68                6.60
Vardas6070     Pavarde6070                         6.07                6.20
Vardas6072     Pavarde6072                         6.36                7.00
Vardas6073     Pavarde6073                         6.99                6.80
Vardas6074     Pavarde6074                         7.53                7.00
Vardas6075     Pavarde6075                         5.71                5.60
Vardas6078     Pavarde6078                         7.95                8.00
Vardas6079     Pavarde6079                         8.24                8.00
Vardas608      Pavarde608                          6.68                6.60
