Vardas         Pavarde                 Galutinis (Vid.)    Galutinis (Med.)
Vardas5091     Pavarde5091                         3.19                3.40
Vardas5092     Pavarde5092                         3.77                3.40
Vardas5094     Pavarde5094                         2.91                2.80
Vardas5095     Pavarde5095                         2.49                2.60
Vardas5099     Pavarde5099                         3.72                3.40
Vardas51       Pavarde51                           4.41                4.60
Vardas510      Pavarde510                          3.41                3.20
Vardas5101     Pavarde5101                         3.77                3.40
Vardas5102     Pavarde5102                         4.75                4.80
Vardas5103     Pavarde5103                         4.29                4.40
Vardas5105     Pavarde5105                         2.76                2.60
Vardas5107     Pavarde5107                         3.63                3.20
Vardas5108     Pavarde5108                         3.25                3.60
Vardas5112     Pavarde5112                         4.43                4.40
Vardas5114     Pavarde5114                         3.57                3.60
Vardas5118     Pavarde5118                         3.93                4.20
Vardas5119     Pavarde5119                         3.60                3.60
Vardas512      Pavarde512                          2.89                2.60
Vardas5122     Pavarde5122                         4.56                4.40
Vardas5126     Pavarde5126                         2.25                2.20
Vardas5127     Pavarde5127                         2.65                2.60
Vardas513      Pavarde513                          2.92                2.60
Vardas5132     Pavarde5132                         3.17                3.60
Vardas5134     Pavarde5134                         2.77                2.40
Vardas5136     Pavarde5136                         2.25                1.80
Vardas5138     Pavarde5138                         4.63                4.60
Vardas5139     Pavarde5139                         4.51                4.80
Vardas5140     Pavarde5140                         4.43                4.00
Vardas5141     Pavarde5141                         3.60                3.60
Vardas5146     Pavarde5146                         4.45                4.40
Vardas5151     Pavarde5151                         2.99                3.20
Vardas5152     Pavarde5152                         2.73                3.00
Vardas5153     Pavarde5153                         2.57                2.60
Vardas5156     Pavarde5156                         4.63                4.60
Vardas5163     Pavarde5163                         4.09                4.60
Vardas5165     Pavarde5165                         4.12                4.60
Vardas517      Pavarde517                          2.97                3.40
Vardas5178     Pavarde5178                         3.48                3.40
Vardas5186     Pavarde5186                         4.28                4.20
Vardas5188     Pavarde5188                         2.87                2.60
Vardas5189     Pavarde5189                         4.17                4.20
Vardas5191     Pavarde5191                         2.89                3.40
Vardas5195     Pavarde5195                         3.27                3.40
Vardas5197     Pavarde5197                         4.88                4.80
Vardas5198     Pavarde5198                         4.09                4.20
Vardas5203     Pavarde5203                         3.17                2.80
Vardas5204     Pavarde5204                         4.45                4.40
Vardas5205     Pavarde5205                         3.09                3.20
Vardas5206     Pavarde5206                         2.60                2.20
Vardas5207     Pavarde5207                         4.57                4.60
Vardas5212     Pavarde5212                         3.61                3.40
Vardas5215     Pavarde5215                         4.53                4.40
Vardas5216     Pavarde5216                         3.04                3.20
Vardas5217     Pavarde5217                         4.84                4.60
Vardas5218     Pavarde5218                         2.47                2.20
Vardas5219     Pavarde5219                         3.40                3.00
Vardas522      Pavarde522                          4.07                4.20
Vardas5223     Pavarde5223                         3.44                3.20
Vardas5225     Pavarde5225                         4.43                4.40
Vardas5227     Pavarde5227                         3.75                3.80
Vardas523      Pavarde523                          4.43                4.00
Vardas5233     Pavarde5233                         3.47                3.60
Vardas5237     Pavarde5237                         3.85                3.80
Vardas5238     Pavarde5238                         3.88                3.80
Vardas524      Pavarde524                          3.88                3.80
Vardas5242     Pavarde5242                         4.44                5.00
Vardas5245     Pavarde5245                         2.92                2.60
Vardas5246     Pavarde5246                         4.40                4.40
Vardas5248     Pavarde5248                         2.57                2.60
Vardas5251     Pavarde5251                         3.72                3.40
Vardas5252     Pavarde5252                         3.85                3.80
Vardas5254     Pavarde5254                         3.31                3.20
Vardas5256     Pavarde5256                         4.24                4.00
Vardas5257     Pavarde5257                         3.24                3.40
Vardas5266     Pavarde5266                         3.47                2.80
Vardas5267     Pavarde5267                         4.88                5.20
Vardas5268     Pavarde5268                         2.71                2.20
Vardas5270     Pavarde5270                         4.31                5.00
Vardas5271     Pavarde5271                         3.07                2.80
Vardas5275     Pavarde5275                         3.89                4.00
Vardas5277     Pavarde5277                         4.64                4.40
Vardas5278     Pavarde5278                         2.65                3.00
Vardas5279     Pavarde5279                         4.53                4.80
Vardas528      Pavarde528                          4.53                4.80
Vardas5282     Pavarde5282                         4.40                4.40
Vardas5283     Pavarde5283                         4.20                4.60
Vardas5287     Pavarde5287                         3.92                4.40
Vardas5292     Pavarde5292                         2.68                2.60
Vardas5295     Pavarde5295                         3.36                2.80
Vardas5299     Pavarde5299                         3.55                3.20
Vardas5307     Pavarde5307                         4.69                4.40
Vardas5308     Pavarde5308                         4.07                4.60
Vardas5310     Pavarde5310                         2.20                1.80
Vardas5316     Pavarde5316                         4.40                4.40
Vardas5317     Pavarde5317                         3.13                3.40
Vardas5319     Pavarde5319                         3.41                3.60
Vardas532      Pavarde532                          4.89                4.60
Vardas5325     Pavarde5325                         3.93                3.80
Vardas5327     Pavarde5327                         4.83                5.20
Vardas533      Pavarde533                          3.88                3.40
Vardas5330     Pavarde5330                         3.56                3.40
Vardas5333     Pavarde5333                         4.01                4.20
Vardas5335     Pavarde5335                         4.48                4.80
Vardas5336     Pavarde5336                         3.12                2.80
Vardas5337     Pavarde5337                         4.59                4.80
Vardas534      Pavarde534                          2.65                2.20
Vardas5341     Pavarde5341                         4.21                4.40
Vardas5342     Pavarde5342                         3.93                3.80
Vardas5343     Pavarde5343                         3.64                3.40
Vardas5344     Pavarde5344                         4.64                4.80
Vardas5345     Pavarde5345                         4.69                4.80
Vardas5346     Pavarde5346                         3.77                3.40
Vardas5347     Pavarde5347                         4.75                4.80
Vardas5348     Pavarde5348                         3.49                3.60
Vardas535      Pavarde535                          4.29                4.00
Vardas5350     Pavarde5350                         3.91                3.80
Vardas5355     Pavarde5355                         3.01                2.80
Vardas5356     Pavarde5356                         4.43                4.00
Vardas5357     Pavarde5357                         4.43                4.40
Vardas536      Pavarde536                          4.60                4.60
Vardas5360     Pavarde5360                         3.73                4.00
Vardas5362     Pavarde5362                         2.89                3.00
Vardas5367     Pavarde5367                         4.67                4.80
Vardas5368     Pavarde5368                         2.41                2.20
Vardas5372     Pavarde5372                         4.83                4.80
Vardas5373     Pavarde5373                         3.00                3.00
Vardas5375     Pavarde5375                         3.29                3.40
Vardas5378     Pavarde5378                         4.52                4.60
Vardas5380     Pavarde5380                         4.12                4.60
Vardas5382     Pavarde5382                         4.16                4.40
Vardas5383     Pavarde5383                         2.85                2.40
Vardas5385     Pavarde5385                         4.83                4.80
Vardas5388     Pavarde5388                         4.12                4.60
Vardas539      Pavarde539                          2.52                2.20
Vardas5392     Pavarde5392                         3.57                4.00
Vardas5394     Pavarde5394                         2.81                3.00
Vardas5395     Pavarde5395                         3.93                3.80
Vardas5398     Pavarde5398                         3.21                3.40
Vardas5399     Pavarde5399                         4.85                5.20
Vardas5400     Pavarde5400                         4.61                4.80
Vardas5401     Pavarde5401                         3.15                3.20
Vardas5402     Pavarde5402                         3.13                3.00
Vardas5403     Pavarde5403                         4.31                4.60
Vardas541      Pavarde541                          3.84                4.00
Vardas5412     Pavarde5412                         4.45                4.40
Vardas5413     Pavarde5413                         4.01                3.80
Vardas5415     Pavarde5415                         4.77                4.40
Vardas5417     Pavarde5417                         2.97                3.00
Vardas5421     Pavarde5421                         3.47                3.20
Vardas5424     Pavarde5424                         3.16                3.40
Vardas5425     Pavarde5425                         3.84                4.00
Vardas543      Pavarde543                          4.84                5.00
Vardas5430     Pavarde5430                         4.55                4.20
Vardas5434     Pavarde5434                         3.64                3.80
Vardas5436     Pavarde5436                         4.40                4.40
Vardas5439     Pavarde5439                         4.95                5.00
Vardas544      Pavarde544                          4.51                4.80
Vardas5446     Pavarde5446                         3.20                2.80
Vardas5448     Pavarde5448                         4.21                3.60
Vardas5452     Pavarde5452                         4.03                4.00
Vardas5453     Pavarde5453                         2.95                3.00
Vardas5456     Pavarde5456                         3.65                4.00
Vardas5457     Pavarde5457                         4.48                4.40
Vardas5458     Pavarde5458                         4.77                4.80
Vardas5459     Pavarde5459                         2.89                3.00
Vardas5460     Pavarde5460                         3.03                3.40
Vardas5461     Pavarde5461                         4.01                3.40
Vardas5463     Pavarde5463                         3.23                3.20
Vardas5467     Pavarde5467                         2.81                3.00
Vardas5469     Pavarde5469                         2.09                1.40
Vardas547      Pavarde547                          3.31                3.20
Vardas5473     Pavarde5473                         3.47                3.60
Vardas5475     Pavarde5475                         3.55                3.60
Vardas5477     Pavarde5477                         2.71                2.60
Vardas548      Pavarde548                          4.51                4.40
Vardas5486     Pavarde5486                         4.27                4.00
Vardas5488     Pavarde5488                         4.67                5.20
Vardas549      Pavarde549                          4.52                4.60
Vardas5491     Pavarde5491                         3.67                3.40
Vardas5492     Pavarde5492                         3.24                3.40
Vardas5497     Pavarde5497                         3.28                2.80
Vardas5498     Pavarde5498                         4.64                5.20
Vardas5499     Pavarde5499                         3.96                4.20
Vardas55       Pavarde55                           4.37                4.00
Vardas550      Pavarde550                          4.96                5.20
Vardas5500     Pavarde5500                         2.28                1.80
Vardas5501     Pavarde5501                         4.05                4.00
Vardas5504     Pavarde5504                         4.40                4.00
Vardas5505     Pavarde5505                         3.96                3.80
Vardas5506     Pavarde5506                         4.84                5.00
Vardas5509     Pavarde5509                         4.67                4.80
Vardas5512     Pavarde5512                         3.35                3.80
Vardas5513     Pavarde5513                         4.69                4.80
Vardas5514     Pavarde5514                         2.59                2.40
Vardas5516     Pavarde5516                         4.95                5.00
Vardas5519     Pavarde5519                         3.77                3.40
Vardas5521     Pavarde5521                         3.39                3.20
Vardas5523     Pavarde5523                         2.87                2.60
Vardas553      Pavarde553                          3.69                3.40
Vardas5530     Pavarde5530                         3.96                4.20
Vardas5531     Pavarde5531                         3.03                3.40
Vardas5532     Pavarde5532                         4.67                4.40
Vardas5534     Pavarde5534                         3.93                3.80
Vardas5537     Pavarde5537                         4.56                4.80
Vardas5538     Pavarde5538                         4.12                4.20
Vardas5541     Pavarde5541                         4.12                4.20
Vardas5543     Pavarde5543                         4.12                4.20
Vardas5544     Pavarde5544                         3.16                3.00
Vardas5545     Pavarde5545                         3.03                3.00
Vardas5549     Pavarde5549                         3.88                4.20
Vardas5550     Pavarde5550                         3.48                3.40
Vardas5555     Pavarde5555                         4.61                4.40
Vardas5560     Pavarde5560                         4.97                5.00
Vardas5562     Pavarde5562                         2.76                3.00
Vardas5566     Pavarde5566                         4.64                4.40
Vardas5567     Pavarde5567                         3.19                3.40
Vardas5568     Pavarde5568                         4.12                4.20
Vardas5569     Pavarde5569                         3.55                3.60
Vardas5571     Pavarde5571                         4.68                4.60
Vardas5573     Pavarde5573                         4.75                5.20
Vardas5579     Pavarde5579                         3.69                3.40
Vardas5580     Pavarde5580                         3.91                3.80
Vardas5582     Pavarde5582                         2.60                2.60
Vardas5584     Pavarde5584                         4.80                4.80
Vardas5587     Pavarde5587                         3.36                3.60
Vardas5589     Pavarde5589                         3.81                4.00
Vardas5590     Pavarde5590                         3.32                3.00
Vardas5595     Pavarde5595                         4.51                4.40
Vardas5597     Pavarde5597                         4.25                4.20
Vardas5599     Pavarde5599                         2.96                2.80
Vardas56       Pavarde56                           4.43                4.40
Vardas5602     Pavarde5602                         4.51                4.40
Vardas5603     Pavarde5603                         2.36                2.60
Vardas5604     Pavarde5604                         4.17                4.20
Vardas561      Pavarde561                          3.28                3.20
Vardas5611     Pavarde5611                         2.49                2.20
Vardas5612     Pavarde5612                         3.99                4.20
Vardas5615     Pavarde5615                         4.03                4.00
Vardas5617     Pavarde5617                         2.57                2.20
Vardas5622     Pavarde5622                         4.76                5.00
Vardas5623     Pavarde5623                         2.79                3.00
Vardas5624     Pavarde5624                         3.57                4.00
Vardas5628     Pavarde5628                         2.97                3.00
Vardas563      Pavarde563                          2.65                2.60
Vardas5630     Pavarde5630                         4.89                5.00
Vardas5637     Pavarde5637                         2.84                2.60
Vardas5640     Pavarde5640                         3.99                4.20
Vardas5641     Pavarde5641                         3.61                3.40
Vardas5643     Pavarde5643                         2.71                2.60
Vardas565      Pavarde565                          4.37                4.00
Vardas5652     Pavarde5652                         4.61                4.40
Vardas5653     Pavarde5653                         2.99                3.20
Vardas5656     Pavarde5656                         2.95                3.40
Vardas5657     Pavarde5657                         2.25                1.80
Vardas5660     Pavarde5660                         3.49                3.20
Vardas5661     Pavarde5661                         4.97                4.60
Vardas5663     Pavarde5663                         4.40                4.40
Vardas5664     Pavarde5664                         2.81                3.00
Vardas5666     Pavarde5666                         2.39                2.20
Vardas5667     Pavarde5667                         3.77                3.40
Vardas5669     Pavarde5669                         3.39                3.20
Vardas5671     Pavarde5671                         2.41                2.20
Vardas5674     Pavarde5674                         4.85                5.20
Vardas5675     Pavarde5675                         4.76                4.60
Vardas5677     Pavarde5677                         3.43                3.40
Vardas5679     Pavarde5679                         3.36                3.60
Vardas5686     Pavarde5686                         3.89                4.00
Vardas5687     Pavarde5687                         3.64                3.40
Vardas5688     Pavarde5688                         2.87                3.00
Vardas5689     Pavarde5689                         3.65                3.60
Vardas5690     Pavarde5690                         4.00                4.00
Vardas5692     Pavarde5692                         4.15                4.20
Vardas5693     Pavarde5693                         4.49                4.60
Vardas5696     Pavarde5696                         2.65                2.60
Vardas5698     Pavarde5698                         4.17                4.20
Vardas5700     Pavarde5700                         2.55                3.00
Vardas5702     Pavarde5702                         3.11                3.00
Vardas5703     Pavarde5703                         3.91                3.80
Vardas5704     Pavarde5704                         3.00                3.40
Vardas5707     Pavarde5707                         3.64                3.80
Vardas5708     Pavarde5708                         4.15                4.20
Vardas5710     Pavarde5710                         4.77                4.80
Vardas5711     Pavarde5711                         4.19                4.40
Vardas5713     Pavarde5713                         3.56                3.40
Vardas5715     Pavarde5715                         2.96                2.80
Vardas5719     Pavarde5719                         3.17                2.80
Vardas5722     Pavarde5722                         3.48                3.40
Vardas5724     Pavarde5724                         4.01                4.20
Vardas5725     Pavarde5725                         4.80                4.40
Vardas5727     Pavarde5727                         4.53                4.40
Vardas5730     Pavarde5730                         4.76                4.60
Vardas5732     Pavarde5732                         4.99                5.20
Vardas5735     Pavarde5735                         3.52                3.60
Vardas5736     Pavarde5736                         2.71                2.20
Vardas5737     Pavarde5737                         3.28                3.20
Vardas5738     Pavarde5738                         4.36                4.60
Vardas5739     Pavarde5739                         3.67                3.80
Vardas5740     Pavarde5740                         3.12                3.20
Vardas5741     Pavarde5741                         4.04                3.80
Vardas5745     Pavarde5745                         4.83                5.20
Vardas575      Pavarde575                          4.17                3.80
Vardas5750     Pavarde5750                         2.76                3.00
Vardas5751     Pavarde5751                         3.12                2.80
Vardas5756     Pavarde5756                         4.80                4.80
Vardas5759     Pavarde5759                         3.97                4.00
Vardas576      Pavarde576                          4.19                4.40
Vardas5760     Pavarde5760                         3.19                3.40
Vardas5761     Pavarde5761                         3.55                3.60
Vardas5762     Pavarde5762                         4.37                4.40
Vardas5763     Pavarde5763                         4.23                4.20
Vardas5765     Pavarde5765                         4.04                4.60
Vardas5766     Pavarde5766                         3.81                4.40
Vardas577      Pavarde577                          3.69                4.20
Vardas5770     Pavarde5770                         2.97                3.00
Vardas5773     Pavarde5773                         4.64                4.40
Vardas5774     Pavarde5774                         2.47                2.60
Vardas5780     Pavarde5780                         3.75                3.40
Vardas5783     Pavarde5783                         4.59                4.80
Vardas5785     Pavarde5785                         3.57                4.00
Vardas5786     Pavarde5786                         3.05                3.00
Vardas5787     Pavarde5787                         4.59                4.40
Vardas5793     Pavarde5793                         3.52                3.60
Vardas5794     Pavarde5794                         4.11                4.00
Vardas5795     Pavarde5795                         3.55                3.60
Vardas58       Pavarde58                           3.07                2.80
Vardas580      Pavarde580                          3.81                3.60
Vardas5801     Pavarde5801                         4.88                4.80
Vardas5803     Pavarde5803                         2.99                2.80
Vardas5809     Pavarde5809                         4.64                4.40
Vardas5810     Pavarde5810                         3.73                3.60
Vardas5816     Pavarde5816                         4.83                4.80
Vardas5817     Pavarde5817                         4.44                4.60
Vardas5820     Pavarde5820                         3.67                3.40
Vardas5822     Pavarde5822                         3.00                3.00
Vardas5824     Pavarde5824                         3.81                4.00
Vardas5826     Pavarde5826                         3.36                3.20
Vardas5829     Pavarde5829                         3.05                3.00
Vardas5830     Pavarde5830                         3.99                4.20
Vardas5832     Pavarde5832                         3.93                4.20
Vardas5833     Pavarde5833                         2.33                2.20
Vardas5835     Pavarde5835                         3.25                3.20
Vardas5837     Pavarde5837                         4.28                4.60
Vardas5839     Pavarde5839                         3.21                3.40
Vardas5841     Pavarde5841                         3.91                3.80
Vardas5844     Pavarde5844                         4.56                4.40
Vardas5845     Pavarde5845                         4.04                4.20
Vardas5847     Pavarde5847                         4.48                4.00
Vardas5848     Pavarde5848                         3.04                2.80
Vardas5850     Pavarde5850                         4.69                4.80
Vardas5852     Pavarde5852                         3.65                4.00
Vardas5853     Pavarde5853                         4.51                4.40
Vardas5855     Pavarde5855                         4.44                4.60
Vardas5856     Pavarde5856                         3.53                3.00
Vardas5857     Pavarde5857                         3.23                3.20
Vardas5862     Pavarde5862                         4.23                4.20
Vardas5863     Pavarde5863                         3.63                3.60
Vardas5866     Pavarde5866                         4.35                4.00
Vardas5867     Pavarde5867                         4.72                5.20
Vardas5868     Pavarde5868                         4.61                4.00
Vardas587      Pavarde587                          3.68                4.00
Vardas5870     Pavarde5870                         4.77                5.20
Vardas5871     Pavarde5871                         2.25                1.80
Vardas5876     Pavarde5876                         2.71                3.00
Vardas5878     Pavarde5878                         3.17                3.20
Vardas588      Pavarde588                          3.52                3.60
Vardas5882     Pavarde5882                         4.92                5.00
Vardas5883     Pavarde5883                         3.77                3.40
Vardas5884     Pavarde5884                         2.57                2.20
Vardas5886     Pavarde5886                         4.85                4.80
Vardas5887     Pavarde5887                         2.76                3.00
Vardas5889     Pavarde5889                         3.93                3.80
Vardas589      Pavarde589                          3.83                3.80
Vardas5892     Pavarde5892                         2.84                2.60
Vardas5893     Pavarde5893                         4.32                4.40
Vardas5895     Pavarde5895                         4.59                4.40
Vardas5897     Pavarde5897                         4.88                4.80
Vardas59       Pavarde59                           4.20                4.20
Vardas5903     Pavarde5903                         2.60                3.00
Vardas5904     Pavarde5904                         2.17                2.20
Vardas5906     Pavarde5906                         3.91                4.20
Vardas5907     Pavarde5907                         2.65                2.60
Vardas5909     Pavarde5909                         2.49                3.00
Vardas591      Pavarde591                          2.68                3.00
Vardas5913     Pavarde5913                         3.25                3.20
Vardas5914     Pavarde5914                         3.91                3.80
Vardas5919     Pavarde5919                         4.47                4.20
Vardas592      Pavarde592                          4.53                4.40
Vardas5921     Pavarde5921                         3.07                2.40
Vardas5927     Pavarde5927                         3.73                4.00
Vardas5928     Pavarde5928                         2.39                2.20
Vardas5930     Pavarde5930                         2.68                2.60
Vardas5932     Pavarde5932                         4.33                4.60
Vardas5936     Pavarde5936                         3.53                3.00
Vardas5939     Pavarde5939                         2.60                2.60
Vardas5941     Pavarde5941                         4.69                5.60
Vardas5942     Pavarde5942                         3.72                3.80
Vardas5945     Pavarde5945                         2.89                3.00
Vardas5947     Pavarde5947                         2.89                3.00
Vardas5949     Pavarde5949                         3.68                3.20
Vardas5951     Pavarde5951                         2.97                3.00
Vardas5954     Pavarde5954                         3.57                3.60
Vardas5956     Pavarde5956                         4.67                4.80
Vardas5957     Pavarde5957                         4.03                4.40
Vardas5958     Pavarde5958                         3.41                4.00
Vardas5961     Pavarde5961                         4.80                4.80
Vardas5964     Pavarde5964                         4.37                4.00
Vardas5965     Pavarde5965                         2.47                2.60
Vardas5969     Pavarde5969                         4.29                4.40
Vardas5970     Pavarde5970                         3.55                3.60
Vardas5972     Pavarde5972                         3.83                3.80
Vardas5975     Pavarde5975                         4.33                4.60
Vardas5976     Pavarde5976                         3.21                4.20
Vardas5979     Pavarde5979                         3.77                3.80
Vardas5980     Pavarde5980                         3.79                4.00
Vardas5981     Pavarde5981                         2.57                2.60
Vardas5983     Pavarde5983                         2.97                3.00
Vardas5984     Pavarde5984                         2.65                2.60
Vardas5987     Pavarde5987                         3.79                4.00
Vardas5988     Pavarde5988                         4.95                4.60
Vardas5989     Pavarde5989                         2.87                3.00
Vardas5990     Pavarde5990                         2.23                2.20
Vardas5991     Pavarde5991                         3.67                3.80
Vardas5993     Pavarde5993                         3.08                3.40
Vardas5994     Pavarde5994                         4.56                4.40
Vardas5995     Pavarde5995                         3.63                4.00
Vardas5996     Pavarde5996                         3.24                3.40
Vardas5997     Pavarde5997                         4.61                4.80
Vardas5998     Pavarde5998                         4.27                3.60
Vardas5999     Pavarde5999                         3.77                3.40
Vardas6        Pavarde6                            4.45                4.40
Vardas60       Pavarde60                           4.12                4.60
Vardas6000     Pavarde6000                         3.09                3.20
Vardas6006     Pavarde6006                         4.51                4.40
Vardas6010     Pavarde6010                         4.56                4.40
Vardas6011     Pavarde6011                         3.05                3.40
Vardas6017     Pavarde6017                         2.31                1.80
Vardas6019     Pavarde6019                         3.73                4.00
Vardas6021     Pavarde6021                         4.91                4.80
Vardas6023     Pavarde6023                         2.39                2.20
Vardas6024     Pavarde6024                         4.17                4.60
Vardas6026     Pavarde6026                         4.27                4.40
Vardas6029     Pavarde6029                         4.29                4.40
Vardas603      Pavarde603                          3.61                3.40
Vardas6035     Pavarde6035                         3.13                3.00
Vardas6038     Pavarde6038                         2.93                2.80
Vardas6040     Pavarde6040                         4.96                5.20
Vardas6045     Pavarde6045                         2.92                2.60
Vardas6048     Pavarde6048                         4.43                4.40
Vardas6049     Pavarde6049                         2.79                2.60
Vardas605      Pavarde605                          4.61                4.40
Vardas6057     Pavarde6057                         3.00                3.00
Vardas6059     Pavarde6059                         2.89                3.00
Vardas606      Pavarde606                          4.23                5.00
Vardas6060     Pavarde6060                         4.56                4.80
Vardas6063     Pavarde6063                         3.64                3.80
Vardas6064     Pavarde6064                         4.75                5.20
Vardas6065     Pavarde6065                         4.01                4.60
Vardas6066     Pavarde6066                         2.97                3.00
Vardas6067     Pavarde6067                         4.16                4.00
Vardas6069     Pavarde6069                         3.61                3.80
Vardas6071     Pavarde6071                         4.20                3.80
Vardas6076     Pavarde6076                         2.96                2.80
Vardas6077     Pavarde6077                         4.00                3.60
Vardas6086     Pavarde6086                         3.92                4.00
Vardas6091     Pavarde6091                         4.41                4.60
Vardas6092     Pavarde6092                         4.97                5.00
Vardas6096     Pavarde6096                         3.44                3.60
Vardas6097     Pavarde6097                         3.15                2.80
Vardas61       Pavarde61                           3.40                3.40
Vardas6100     Pavarde6100                         4.36                4.60
Vardas6102     Pavarde6102                         4.84                4.60
Vardas6103     Pavarde6103                         2.97                3.40
Vardas6104     Pavarde6104                         3.73                4.40
Vardas6105     Pavarde6105                         4.04                4.20
Vardas611      Pavarde611                          3.36                3.20
Vardas6112     Pavarde6112                         2.96                3.20
Vardas6114     Pavarde6114                         4.77                5.20
Vardas6115     Pavarde6115                         3.80                4.20
Vardas6117     Pavarde6117                         4.56                4.40
Vardas6118     Pavarde6118                         3.55                3.60
Vardas612      Pavarde612                          4.89                5.00
Vardas6120     Pavarde6120                         2.92                3.00
Vardas6121     Pavarde6121                         3.55                3.60
Vardas6122     Pavarde6122                         3.00                3.00
Vardas6127     Pavarde6127                         4.75                4.80
Vardas6129     Pavarde6129                         3.69                3.40
Vardas613      Pavarde613                          4.81                5.00
Vardas6131     Pavarde6131                         3.73                3.60
Vardas6133     Pavarde6133                         2.97                3.00
Vardas6134     Pavarde6134                         3.19                3.00
Vardas6135     Pavarde6135                         4.41                4.60
Vardas6137     Pavarde6137                         3.63                4.00
Vardas614      Pavarde614                          2.73                3.00
Vardas6144     Pavarde6144                         3.65                3.60
Vardas6146     Pavarde6146                         3.15                3.20
Vardas6147     Pavarde6147                         4.92                5.00
Vardas6149     Pavarde6149                         2.79                2.60
Vardas6151     Pavarde6151                         3.91                3.80
Vardas6154     Pavarde6154                         4.93                5.20
Vardas6157     Pavarde6157                         3.57                4.00
Vardas6165     Pavarde6165                         2.85                2.80
Vardas6168     Pavarde6168                         4.01                4.20
Vardas617      Pavarde617                          3.91                4.20
Vardas6174     Pavarde6174                         2.55                2.20
Vardas6176     Pavarde6176                         2.68                3.00
Vardas6181     Pavarde6181                         3.57                3.60
Vardas6185     Pavarde6185                         3.49                4.00
Vardas6186     Pavarde6186                         3.65                3.60
Vardas6187     Pavarde6187                         2.65                2.60
Vardas6188     Pavarde6188                         2.95                3.00
Vardas6189     Pavarde6189                         2.15                1.40
Vardas6193     Pavarde6193                         3.47                3.60
Vardas6195     Pavarde6195                         3.41                3.20
Vardas6197     Pavarde6197                         4.79                5.00
Vardas6199     Pavarde6199                         2.96                3.20
Vardas6201     Pavarde6201                         4.85                5.20
Vardas6202     Pavarde6202                         4.51                4.40
Vardas6204     Pavarde6204                         2.71                2.20
Vardas6205     Pavarde6205                         4.15                4.60
Vardas6209     Pavarde6209                         3.52                3.60
Vardas621      Pavarde621                          4.85                5.20
Vardas6212     Pavarde6212                         4.91                5.20
Vardas6216     Pavarde6216                         3.72                3.40
Vardas622      Pavarde622                          4.69                4.80
Vardas6222     Pavarde6222                         4.53                4.40
Vardas6227     Pavarde6227                         3.57                3.20
Vardas623      Pavarde623                          2.73                3.00
Vardas6230     Pavarde6230                         4.27                4.40
Vardas6235     Pavarde6235                         3.23                3.20
Vardas6238     Pavarde6238                         4.56                4.80
Vardas6239     Pavarde6239                         3.36                4.00
Vardas6240     Pavarde6240                         4.37                4.00
Vardas6247     Pavarde6247                         4.53                4.40
Vardas6248     Pavarde6248                         4.87                5.00
Vardas6249     Pavarde6249                         3.20                3.20
Vardas6251     Pavarde6251                         3.69                3.80
Vardas6254     Pavarde6254                         2.47                2.20
Vardas626      Pavarde626                          3.13                3.40
Vardas6261     Pavarde6261                         4.13                4.00
Vardas6262     Pavarde6262                         2.87                3.00
Vardas627      Pavarde627                          3.32                3.00
Vardas6270     Pavarde6270                         4.99                5.20
Vardas6271     Pavarde6271                         3.73                4.00
Vardas6272     Pavarde6272                         2.68                2.20
Vardas6274     Pavarde6274                         3.60                4.00
Vardas628      Pavarde628                          4.36                4.20
Vardas6288     Pavarde6288                         3.84                4.00
Vardas6289     Pavarde6289                         2.73                3.00
Vardas629      Pavarde629                          3.49                3.60
Vardas6293     Pavarde6293                         2.52                2.20
Vardas6296     Pavarde6296                         3.48                3.40
Vardas6298     Pavarde6298                         2.97                3.00
Vardas6300     Pavarde6300                         2.31                2.20
Vardas6304     Pavarde6304                         2.89                2.60
Vardas6305     Pavarde6305                         3.44                3.60
Vardas6306     Pavarde6306                         4.48                4.80
Vardas6307     Pavarde6307                         3.89                4.00
Vardas6309     Pavarde6309                         3.20                3.20
Vardas631      Pavarde631                          4.45                4.00
Vardas6314     Pavarde6314                         3.39                3.20
Vardas6317     Pavarde6317                         3.79                4.00
Vardas6318     Pavarde6318                         2.65                2.60
Vardas6319     Pavarde6319                         2.25                2.20
Vardas632      Pavarde632                          4.95                5.00
Vardas6322     Pavarde6322                         4.93                5.20
Vardas6323     Pavarde6323                         2.84                2.60
Vardas6324     Pavarde6324                         4.56                4.40
Vardas6328     Pavarde6328                         3.49                4.00
Vardas6330     Pavarde6330                         3.49                3.20
Vardas6332     Pavarde6332                         3.85                3.80
Vardas6333     Pavarde6333                         2.68                2.20
Vardas6334     Pavarde6334                         4.04                4.20
Vardas6335     Pavarde6335                         4.68                5.00
Vardas6341     Pavarde6341                         3.49                3.60
Vardas6342     Pavarde6342                         2.23                1.80
Vardas6343     Pavarde6343                         3.76                4.00
Vardas6345     Pavarde6345                         4.99                4.80
Vardas6348     Pavarde6348                         4.67                4.80
Vardas6349     Pavarde6349                         4.04                4.20
Vardas6350     Pavarde6350                         2.99                2.40
Vardas6353     Pavarde6353                         4.09                4.60
Vardas6354     Pavarde6354                         3.72                3.40
Vardas6355     Pavarde6355                         3.85                3.40
Vardas6357     Pavarde6357                         4.25                4.20
Vardas6359     Pavarde6359                         4.85                5.20
Vardas6365     Pavarde6365                         3.63                4.00
