Vardas         Pavarde        ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9   ND10  ND11  ND12  ND13  ND14  ND15  Egz.  
Vardas604      Pavarde604     5     8     5     3     5     8     3     2     9     8     9     1     5     5     9     1     
Vardas605      Pavarde605     6     2     6     9     4     3     8     8     7     5     4     1     4     7     3     7     
Vardas606      Pavarde606     7     10    7     6     3     8     2     5     8     10    1     5     6     1     3     6     
Vardas607      Pavarde607     3     10    1     2     7     10    6     9     3     4     1     9     7     7     6     2     
Vardas608      Pavarde608     10    6     9     4     4     9     5     2     9     4     7     5     3     1     1     9     
Vardas609      Pavarde609     1     5     1     2     9     2     7     8     6     5     1     3     2     9     4     2     
Vardas610      Pavarde610     7     9     8     10    2     1     5     5     8     9     2     9     5     5     2     8     
Vardas611      Pavarde611     8     2     1     9     4     3     10    3     2     6     2     9     1     5     8     3     
Vardas612      Pavarde612     2     7     6     7     8     4     9     9     1     1     7     5     2     1     6     10    
Vardas613      Pavarde613     4     9     4     3     9     1     5     5     1     7     6     10    2     2     4     3     
Vardas614      Pavarde614     9     10    6     1     5     10    10    9     8     4     7     3     3     2     8     1     
Vardas615      Pavarde615     9     2     7     3     3     9     9     7     1     2     2     7     3     4     4     6     
Vardas616      Pavarde616     6     4     10    1     3     1     3     3     3     7     3     4     9     4     7     1     
Vardas617      Pavarde617     7     8     3     3     2     9     2     2     6     9     2     6     4     1     5     2     
Vardas618      Pavarde618     9     10    9     8     7     8     7     4     6     8     6     4     4     3     8     4     
Vardas619      Pavarde619     3     7     3     7     1     3     9     8     10    8     7     7     5     10    1     5     
Vardas620      Pavarde620     3     9     6     6     7     2     4     5     2     1     7     10    1     5     4     7     
Vardas621      Pavarde621     9     1     9     5     10    2     5     7     8     9     2     2     4     7     9     9     
Vardas622      Pavarde622     4     3     8     3     5     9     3     4     5     7     5     1     10    6     9     2     
Vardas623      Pavarde623     6     3     2     6     5     10    6     5     4     4     8     2     8     1     10    3     
Vardas624      Pavarde624     10    6     8     8     1     7     9     1     5     4     7     6     4     3     6     3     
Vardas625      Pavarde625     1     8     10    5     8     9     3     1     7     3     2     7     9     4     7     8     
Vardas626      Pavarde626     2     8     4     4     3     3     1     9     7     7     1     1     5     1     5     1     
Vardas627      Pavarde627     4     8     3     8     1     2     2     3     6     6     5     5     10    8     7     7     
Vardas628      Pavarde628     8     10    7     10    2     1     2     3     7     10    2     4     4     9     2     3     
Vardas629      Pavarde629     1     7     10    7     9     5     2     7     5     5     6     3     6     4     10    8     
Vardas630      Pavarde630     6     4     1     10    8     1     7     4     3     9     7     3     4     5     2     1     
Vardas631      Pavarde631     10    9     4     2     6     7     7     1     4     4     2     10    1     8     5     7     
Vardas632      Pavarde632     6     4     9     6     6     8     3     9     1     3     7     2     6     7     4     4     
Vardas633      Pavarde633     1     9     3     10    9     8     4     2     10    10    9     10    5     1     6     9     
Vardas634      Pavarde634     5     5     1     4     3     10    9     6     10    2     1     9     9     2     9     9     
Vardas635      Pavarde635     9     1     3     5     9     10    4     2     6     10    2     2     5     7     8     9     
Vardas636      Pavarde636     1     9     10    1     3     7     8     1     6     8     5     6     9     8     2     8     
Vardas637      Pavarde637     9     1     3     3     2     6     2     9     10    5     7     8     1     8     1     4     
Vardas638      Pavarde638     2     9     1     5     3     6     2     1     10    10    6     1     5     5     7     3     
Vardas639      Pavarde639     7     4     1     3     2     4     9     7     3     9     6     9     4     1     8     4     
Vardas640      Pavarde640     3     6     6     8     10    2     2     3     4     8     2     6     5     2     4     3     
Vardas641      Pavarde641     10    6     10    5     1     8     10    7     3     2     2     2     2     6     4     5     
Vardas642      Pavarde642     10    9     8     8     7     1     3     9     9     2     4     4     4     9     5     9     
Vardas643      Pavarde643     4     2     7     8     5     3     8     10    4     1     8     1     6     3     3     1     
Vardas644      Pavarde644     1     6     9     2     3     9     6     10    2     7     8     10    4     3     1     2     
Vardas645      Pavarde645     9     10    1     1     3     7     1     1     8     10    2     9     4     1     10    10    
Vardas646      Pavarde646     8     3     8     10    10    4     8     3     9     10    3     7     10    8     8     7     
Vardas647      Pavarde647     7     6     9     2     5     6     10    4     1     1     7     7     4     9     1     6     
Vardas648      Pavarde648     3     4     7     6     5     8     2     6     4     7     8     1     8     2     4     2     
Vardas649      Pavarde649     10    7     10    8     8     5     8     3     1     9     9     4     8     4     3     2     
Vardas650      Pavarde650     9     5     5     8     4     10    1     4     2     8     6     2     9     6     3     9     
Vardas651      Pavarde651     3     7     5     8     8     1     4     9     7     9     7     2     2     8     2     9     
Vardas652      Pavarde652     9     10    5     5     9     7     3     6     1     5     4     5     9     10    4     3     
Vardas653      Pavarde653     2     9     6     7     2     4     3     1     5     7     9     1     7     7     1     4     
Vardas654      Pavarde654     5     3     8     8     10    9     9     4     10    4     6     1     1     7     1     9     
Vardas655      Pavarde655     10    9     8     1     10    10    2     3     10    9     10    8     1     1     3     1     
Vardas656      Pavarde656     8     1     9     2     7     10    9     4     9     1     3     4     5     9     7     7     
Vardas657      Pavarde657     4     5     4     8     2     7     10    4     5     1     5     8     1     4     1     7     
Vardas658      Pavarde658     4     9     3     7     6     1     1     3     1     10    9     1     2     6     6     10    
Vardas659      Pavarde659     6     2     5     9     1     3     5     7     2     7     2     1     6     5     6     6     
Vardas660      Pavarde660     9     5     3     1     5     10    2     2     2     6     5     7     10    1     5     3     
Vardas661      Pavarde661     6     6     10    1     7     6     4     10    9     4     6     10    6     10    7     7     
Vardas662      Pavarde662     1     5     3     1     6     3     9     6     10    6     1     6     5     6     9     2     
Vardas663      Pavarde663     8     9     4     1     1     8     1     6     4     9     7     2     1     7     5     9     
Vardas664      Pavarde664     10    2     4     8     2     1     6     10    2     5     4     3     7     5     1     2     
Vardas665      Pavarde665     8     6     2     7     7     3     3     2     5     10    2     3     4     4     8     10    
Vardas666      Pavarde666     6     10    7     6     9     6     9     2     8     9     9     5     2     1     4     2     
Vardas667      Pavarde667     5     3     4     3     4     5     4     8     5     3     5     6     4     8     3     3     
Vardas668      Pavarde668     2     9     3     4     3     2     1     6     9     7     6     2     1     8     9     10    
Vardas669      Pavarde669     2     4     7     7     2     2     7     1     6     5     1     4     3     1     7     6     
Vardas670      Pavarde670     10    2     3     9     2     4     4     7     3     3     6     7     10    8     1     5     
Vardas671      Pavarde671     5     4     7     3     3     5     3     2     9     8     3     5     6     9     7     10    
Vardas672      Pavarde672     9     5     2     7     8     7     1     10    9     5     1     5     8     6     6     2     
Vardas673      Pavarde673     9     9     7     7     8     1     4     3     2     6     4     5     1     3     4     8     
Vardas674      Pavarde674     4     8     9     9     3     9     1     7     7     4     2     6     9     8     5     1     
Vardas675      Pavarde675     2     6     7     1     6     6     9     6     4     8     5     3     6     2     5     4     
Vardas676      Pavarde676     5     8     2     6     5     4     3     1     1     4     5     10    8     5     6     2     
Vardas677      Pavarde677     6     9     7     3     9     8     8     4     9     6     9     8     7     6     3     5     
Vardas678      Pavarde678     2     5     4     6     5     8     8     7     7     3     9     2     5     7     7     8     
Vardas679      Pavarde679     9     8     9     3     8     10    2     6     1     6     3     3     2     3     8     2     
Vardas680      Pavarde680     7     4     10    8     5     9     5     7     9     5     1     7     2     4     1     8     
Vardas681      Pavarde681     5     6     6     2     9     2     5     3     3     9     9     5     3     8     1     7     
Vardas682      Pavarde682     4     3     3     5     5     10    7     10    4     1     6     8     2     5     1     9     
Vardas683      Pavarde683     9     5     8     7     7     6     4     6     3     5     2     10    8     7     2     5     
Vardas684      Pavarde684     6     6     8     7     10    4     4     9     3     4     1     6     9     6     3     1     
Vardas685      Pavarde685     5     8     3     7     10    6     4     1     10    3     1     2     3     6     3     9     
Vardas686      Pavarde686     1     4     6     4     6     5     9     6     6     6     8     7     2     3     5     8     
Vardas687      Pavarde687     2     7     4     10    9     1     3     6     9     7     1     4     10    3     9     7     
Vardas688      Pavarde688     7     7     6     7     3     1     6     6     6     3     10    7     5     3     10    10    
Vardas689      Pavarde689     9     4     7     2     3     10    1     4     10    1     7     5     8     9     7     9     
Vardas690      Pavarde690     4     9     9     7     7     9     9     5     5     5     9     9     9     1     10    5     
Vardas691      Pavarde691     6     6     7     10    2     1     3     10    10    4     2     3     3     9     7     10    
Vardas692      Pavarde692     2     9     4     9     9     1     9     10    1     9     10    6     4     6     2     7     
Vardas693      Pavarde693     5     5     1     5     5     10    1     10    2     10    3     1     3     5     9     9     
Vardas694      Pavarde694     5     8     3     5     1     1     9     4     10    6     7     8     6     3     1     6     
Vardas695      Pavarde695     8     5     7     6     2     9     4     3     7     8     10    6     10    9     10    1     
Vardas696      Pavarde696     7     9     5     1     7     4     9     3     8     3     5     10    5     5     2     8     
Vardas697      Pavarde697     3     1     3     1     4     5     1     4     2     4     4     6     6     3     4     1     
Vardas698      Pavarde698     4     4     3     7     2     2     7     10    10    1     1     5     9     5     4     1     
Vardas699      Pavarde699     5     7     10    4     7     9     5     5     1     4     3     10    8     10    4     3     
Vardas700      Pavarde700     4     3     8     5     4     3     2     1     2     9     1     1     5     4     4     8     
Vardas701      Pavarde701     1     9     2     3     3     9     9     8     1     7     5     5     3     7     9     5     
Vardas702      Pavarde702     7     2     7     9     1     8     4     7     1     10    10    3     8     9     9     2     
Vardas703      Pavarde703     5     10    8     4     10    9     6     2     2     1     7     5     9     5     2     8     
Vardas704      Pavarde704     2     3     9     9     1     5     8     1     1     1     8     3     4     2     5     10    
Vardas705      Pavarde705     6     9     1     7     6     5     7     2     6     6     6     1     7     9     2     3     
Vardas706      Pavarde706     1     9     3     9     8     9     9     7     1     7     6     6     2     1     3     2     
Vardas707      Pavarde707     6     2     6     2     3     10    9     5     3     7     3     5     9     4     6     10    
Vardas708      Pavarde708     8     4     7     9     3     6     2     4     3     6     10    3     4     6     10    3     
Vardas709      Pavarde709     1     3     8     1     9     4     8     10    5     6     9     6     7     5     5     6     
Vardas710      Pavarde710     9     2     10    1     1     2     10    1     1     2     1     10    8     6     5     5     
Vardas711      Pavarde711     7     8     8     6     9     1     5     9     2     9     4     7     5     7     4     4     
Vardas712      Pavarde712     10    7     2     5     10    4     8     4     4     2     2     4     8     2     1     6     
Vardas713      Pavarde713     10    9     9     6     5     8     5     8     6     9     5     10    7     3     9     6     
Vardas714      Pavarde714     2     4     7     3     5     8     7     10    5     6     2     4     4     4     7     2     
Vardas715      Pavarde715     3     7     10    4     5     2     7     6     9     4     1     10    9     3     5     3     
Vardas716      Pavarde716     10    8     4     10    8     1     9     8     8     8     6     2     5     4     6     2     
Vardas717      Pavarde717     2     3     1     1     7     3     2     10    9     5     8     5     10    1     6     2     
Vardas718      Pavarde718     10    6     8     1     7     3     3     10    10    9     8     6     3     4     3     4     
Vardas719      Pavarde719     2     5     3     3     9     3     9     9     1     2     6     10    10    4     6     9     
Vardas720      Pavarde720     5     7     7     8     8     8     7     9     9     7     7     2     9     3     8     8     
Vardas721      Pavarde721     10    1     10    10    1     4     9     5     1     5     4     10    8     10    8     8     
Vardas722      Pavarde722     9     6     3     2     9     7     1     5     1     5     1     10    8     7     6     7     
Vardas723      Pavarde723     4     8     4     3     7     4     9     10    1     5     1     10    7     1     9     10    
Vardas724      Pavarde724     6     2     5     2     3     6     2     1     6     1     8     7     6     4     5     6     
Vardas725      Pavarde725     8     6     7     7     9     1     5     4     3     8     9     6     3     10    5     2     
Vardas726      Pavarde726     6     4     9     2     2     7     5     6     10    5     7     6     3     9     7     1     
Vardas727      Pavarde727     6     5     3     9     5     3     2     3     5     8     10    10    10    3     1     5     
Vardas728      Pavarde728     7     9     4     7     5     5     8     8     3     2     1     10    3     3     7     3     
Vardas729      Pavarde729     2     2     1     9     10    10    6     5     8     4     3     8     6     7     7     10    
Vardas730      Pavarde730     3     5     7     7     4     2     3     8     3     10    5     8     10    2     10    9     
Vardas731      Pavarde731     5     10    8     9     4     2     1     1     1     3     4     10    1     2     1     1     
Vardas732      Pavarde732     5     8     9     5     2     8     3     6     3     1     10    10    7     6     6     1     
Vardas733      Pavarde733     8     8     3     9     5     9     2     4     8     1     6     10    2     6     8     8     
Vardas734      Pavarde734     5     7     9     6     7     2     4     7     5     10    10    8     5     3     6     1     
Vardas735      Pavarde735     7     4     2     3     5     10    8     9     2     10    4     7     7     6     5     8     
Vardas736      Pavarde736     10    8     8     2     9     4     5     8     6     3     9     8     10    2     2     2     
Vardas737      Pavarde737     1     2     8     5     8     4     1     6     1     6     1     8     1     4     7     10    
Vardas738      Pavarde738     7     3     9     2     3     5     7     9     9     8     6     9     1     2     9     5     
Vardas739      Pavarde739     2     10    10    9     9     7     2     8     7     7     4     10    8     8     7     4     
Vardas740      Pavarde740     6     5     2     3     6     7     1     7     4     10    1     2     2     6     1     1     
Vardas741      Pavarde741     6     2     7     1     1     5     9     7     4     10    1     1     9     9     7     7     
Vardas742      Pavarde742     7     10    10    3     10    8     4     5     1     4     9     2     9     7     1     9     
Vardas743      Pavarde743     9     10    4     1     8     1     1     1     10    10    7     5     4     7     1     10    
Vardas744      Pavarde744     1     9     1     1     4     3     5     1     10    8     1     3     8     5     8     3     
Vardas745      Pavarde745     7     2     1     2     5     7     8     2     5     1     2     1     4     2     8     9     
Vardas746      Pavarde746     3     2     3     7     10    4     1     8     3     2     10    7     7     2     5     7     
Vardas747      Pavarde747     3     4     8     9     4     5     1     1     7     7     3     4     9     5     10    3     
Vardas748      Pavarde748     5     9     5     6     6     8     8     1     7     10    1     7     7     4     9     2     
Vardas749      Pavarde749     1     8     8     3     7     7     1     6     7     3     10    7     2     6     2     6     
Vardas750      Pavarde750     8     5     4     7     2     5     1     6     4     10    8     10    4     9     2     1     
Vardas751      Pavarde751     10    4     9     2     10    4     10    3     1     7     6     4     7     8     7     1     
Vardas752      Pavarde752     6     2     4     8     2     1     4     2     6     10    6     10    9     4     7     4     
Vardas753      Pavarde753     1     10    6     10    7     3     2     5     1     3     6     3     1     3     10    5     
Vardas754      Pavarde754     9     7     1     4     8     3     9     5     5     2     4     10    9     4     6     4     
Vardas755      Pavarde755     2     6     10    6     6     4     10    7     5     4     7     2     2     1     8     2     
Vardas756      Pavarde756     3     4     10    7     8     3     1     10    9     8     7     5     4     6     1     6     
Vardas757      Pavarde757     7     9     2     7     3     3     4     3     3     4     10    5     8     7     5     1     
Vardas758      Pavarde758     4     3     3     2     8     7     9     2     2     6     9     2     10    10    7     6     
Vardas759      Pavarde759     6     8     1     8     5     10    9     8     7     1     7     8     1     3     6     9     
Vardas760      Pavarde760     2     5     3     2     7     6     5     7     6     8     8     7     7     2     9     9     
Vardas761      Pavarde761     7     3     10    3     6     2     10    1     3     8     1     9     1     10    5     8     
Vardas762      Pavarde762     1     6     8     8     3     6     7     6     9     7     6     6     5     1     2     4     
Vardas763      Pavarde763     7     4     3     8     7     4     8     8     8     10    3     8     6     4     3     4     
Vardas764      Pavarde764     7     6     2     10    2     9     4     9     3     10    3     2     7     5     5     1     
Vardas765      Pavarde765     2     10    9     9     7     10    2     7     5     8     10    3     8     7     4     5     
Vardas766      Pavarde766     1     7     1     6     2     4     4     1     1     3     4     4     4     2     10    7     
Vardas767      Pavarde767     3     3     2     2     6     4     9     3     10    5     10    5     6     4     5     2     
Vardas768      Pavarde768     3     2     7     2     3     5     2     9     9     2     6     1     6     3     5     4     
Vardas769      Pavarde769     4     3     4     1     10    4     4     6     8     2     5     9     6     9     9     9     
Vardas770      Pavarde770     6     6     3     6     9     7     7     8     1     10    3     1     6     8     5     7     
Vardas771      Pavarde771     4     2     10    10    2     3     4     2     1     8     7     2     2     6     5     8     
Vardas772      Pavarde772     3     1     10    6     6     4     2     2     7     5     10    5     4     2     2     7     
Vardas773      Pavarde773     9     9     3     5     9     9     1     3     7     10    6     6     10    10    8     4     
Vardas774      Pavarde774     8     3     2     3     9     6     10    7     7     5     7     3     8     1     7     10    
Vardas775      Pavarde775     7     7     6     6     7     8     10    10    6     7     3     2     10    6     8     3     
Vardas776      Pavarde776     1     4     10    10    4     8     4     4     9     4     10    2     2     1     5     1     
Vardas777      Pavarde777     5     8     10    6     9     5     4     1     10    3     4     6     2     1     8     4     
Vardas778      Pavarde778     7     1     2     4     6     6     7     10    9     1     5     1     8     5     4     4     
Vardas779      Pavarde779     9     6     9     4     3     9     2     1     4     2     10    10    4     9     3     4     
Vardas780      Pavarde780     10    5     10    5     9     7     1     6     10    3     6     10    1     5     2     4     
Vardas781      Pavarde781     2     1     5     1     3     8     7     1     8     10    6     2     4     6     10    1     
Vardas782      Pavarde782     7     6     4     6     10    9     3     2     6     8     8     8     7     8     2     4     
Vardas783      Pavarde783     6     6     6     3     3     6     6     8     5     2     1     7     3     2     10    10    
Vardas784      Pavarde784     4     8     6     7     6     2     5     7     6     6     5     1     5     10    8     9     
Vardas785      Pavarde785     8     5     1     2     9     5     10    4     8     3     6     3     7     9     6     6     
Vardas786      Pavarde786     6     5     7     4     3     1     3     4     8     1     8     4     2     9     9     5     
Vardas787      Pavarde787     10    4     6     9     7     1     6     9     1     9     8     8     5     7     9     10    
Vardas788      Pavarde788     9     4     3     1     4     4     6     5     5     6     6     4     10    2     10    10    
Vardas789      Pavarde789     10    2     9     7     5     2     1     9     10    8     10    7     8     4     8     10    
Vardas790      Pavarde790     1     5     4     5     1     3     9     4     6     6     5     5     1     7     3     4     
Vardas791      Pavarde791     4     6     4     5     8     10    1     6     3     6     3     7     3     4     6     2     
Vardas792      Pavarde792     8     8     8     8     8     5     8     8     5     5     9     10    1     10    6     5     
Vardas793      Pavarde793     8     8     2     1     2     1     1     8     8     10    9     10    3     9     7     3     
Vardas794      Pavarde794     7     8     8     6     10    10    7     6     7     9     10    8     4     2     1     7     
Vardas795      Pavarde795     9     8     9     9     5     5     4     4     8     8     9     5     4     5     2     6     
Vardas796      Pavarde796     4     4     3     4     3     6     1     10    10    2     10    5     8     9     8     7     
Vardas797      Pavarde797     3     5     8     7     1     4     3     1     5     6     1     10    1     2     6     8     
Vardas798      Pavarde798     8     2     4     3     7     6     2     5     10    10    4     10    1     3     10    4     
Vardas799      Pavarde799     3     9     9     1     4     5     1     2     3     5     7     6     7     8     4     9     
Vardas800      Pavarde800     1     4     6     3     8     8     1     6     10    6     10    4     4     7     7     1     
Vardas801      Pavarde801     5     4     3     3     4     1     10    7     7     8     10    10    8     2     1     7     
Vardas802      Pavarde802     6     2     1     3     4     1     9     8     10    1     7     7     7     9     8     10    
Vardas803      Pavarde803     10    6     9     8     3     2     7     9     3     9     1     6     7     3     2     2     
Vardas804      Pavarde804     5     2     1     8     2     1     3     9     2     5     5     1     6     8     1     1     
Vardas805      Pavarde805     4     10    6     3     10    8     6     10    2     4     2     7     2     5     8     6     
Vardas806      Pavarde806     2     4     5     10    9     4     8     9     10    10    2     9     3     6     4     5     
Vardas807      Pavarde807     1     7     9     5     6     2     10    9     5     4     2     6     9     4     3     1     
Vardas808      Pavarde808     8     8     5     5     1     5     7     6     10    9     5     10    8     3     2     5     
Vardas809      Pavarde809     2     7     7     2     9     4     1     7     10    5     9     8     10    1     8     5     
Vardas810      Pavarde810     6     4     6     6     7     6     7     10    3     2     9     3     7     8     4     6     
Vardas811      Pavarde811     1     4     7     5     2     8     4     6     2     3     10    9     6     8     9     6     
Vardas812      Pavarde812     2     10    9     6     3     4     8     7     5     5     10    6     10    5     10    7     
Vardas813      Pavarde813     5     2     1     5     7     6     4     1     7     2     7     5     9     7     10    6     
Vardas814      Pavarde814     3     8     9     2     3     9     1     2     7     5     10    3     8     2     6     10    
Vardas815      Pavarde815     10    10    4     10    8     9     6     2     2     7     1     9     6     6     6     8     
Vardas816      Pavarde816     7     7     5     5     7     9     10    10    1     2     4     6     5     4     3     9     
Vardas817      Pavarde817     7     6     9     8     9     10    3     2     3     5     1     8     7     10    6     5     
Vardas818      Pavarde818     2     10    7     9     1     7     3     8     4     5     2     8     4     8     5     1     
Vardas819      Pavarde819     6     8     7     2     10    3     9     2     2     10    7     10    9     10    4     2     
Vardas820      Pavarde820     10    5     4     6     10    9     7     6     8     10    9     1     2     1     1     9     
Vardas821      Pavarde821     7     5     1     5     8     2     5     10    7     2     6     2     2     10    8     1     
Vardas822      Pavarde822     3     8     2     9     2     7     7     10    9     9     2     5     5     2     4     3     
Vardas823      Pavarde823     4     6     6     7     3     3     2     7     2     5     6     5     4     10    1     6     
Vardas824      Pavarde824     9     6     2     7     2     4     1     3     1     9     2     7     3     8     7     10    
Vardas825      Pavarde825     5     3     9     5     8     5     9     6     3     6     4     1     2     4     7     10    
Vardas826      Pavarde826     10    5     8     3     4     8     7     6     9     2     6     2     7     8     5     8     
Vardas827      Pavarde827     5     2     1     4     8     5     7     1     6     3     6     9     3     5     7     4     
Vardas828      Pavarde828     6     5     3     5     9     9     8     2     5     4     3     10    8     9     9     8     
Vardas829      Pavarde829     2     4     3     9     5     9     1     1     6     6     5     4     1     8     3     6     
Vardas830      Pavarde830     6     1     6     3     9     6     10    5     6     10    8     5     2     2     8     7     
Vardas831      Pavarde831     3     3     1     8     7     1     2     7     3     8     4     2     5     6     9     9     
Vardas832      Pavarde832     8     3     7     9     10    1     8     9     3     7     9     2     2     3     8     9     
Vardas833      Pavarde833     6     5     10    3     2     7     3     3     9     10    8     3     9     4     1     6     
Vardas834      Pavarde834     5     7     9     9     9     1     9     2     4     10    7     10    4     4     10    3     
Vardas835      Pavarde835     8     4     3     1     2     2     1     7     4     2     6     10    9     5     7     4     
Vardas836      Pavarde836     4     6     2     1     1     4     8     8     5     7     8     2     10    5     1     6     
Vardas837      Pavarde837     7     9     5     5     4     2     2     8     2     2     1     8     3     6     8     9     
Vardas838      Pavarde838     8     4     1     6     10    4     6     1     8     10    4     9     8     3     10    1     
Vardas839      Pavarde839     9     3     7     6     4     5     3     7     1     5     2     4     5     10    9     5     
Vardas840      Pavarde840     2     2     10    7     5     8     10    5     5     1     8     9     8     1     2     4     
Vardas841      Pavarde841     1     8     5     6     3     6     3     1     3     9     7     1     1     4     7     7     
Vardas842      Pavarde842     10    10    4     3     8     2     1     4     5     4     1     2     6     9     4     9     
Vardas843      Pavarde843     1     8     4     6     3     10    1     6     10    6     5     1     5     2     6     2     
Vardas844      Pavarde844     5     10    4     8     3     3     7     10    3     8     3     1     4     9     7     9     
Vardas845      Pavarde845     10    1     6     5     5     1     8     4     3     2     3     2     7     4     9     9     
Vardas846      Pavarde846     4     9     1     10    10    1     1     4     7     1     10    1     1     9     10    3     
Vardas847      Pavarde847     2     6     10    3     3     9     1     1     10    2     8     1     6     1     3     4     
Vardas848      Pavarde848     7     9     8     2     9     2     1     3     2     1     3     3     3     4     10    5     
Vardas849      Pavarde849     2     10    6     6     5     8     3     9     4     1     1     1     2     7     7     10    
Vardas850      Pavarde850     1     10    5     1     6     3     7     2     8     4     10    3     9     6     5     4     
Vardas851      Pavarde851     10    10    7     7     8     2     7     10    4     8     1     8     10    2     2     7     
Vardas852      Pavarde852     10    5     9     8     7     4     4     3     5     1     4     7     2     5     8     1     
Vardas853      Pavarde853     10    9     2     3     6     1     4     6     2     6     9     1     3     7     10    6     
Vardas854      Pavarde854     4     5     10    8     8     5     1     10    7     2     2     3     2     4     8     4     
Vardas855      Pavarde855     4     2     2     8     4     7     8     1     8     4     9     7     5     8     10    2     
Vardas856      Pavarde856     1     1     3     5     8     1     10    8     4     5     9     1     5     8     4     4     
Vardas857      Pavarde857     8     4     8     3     4     4     6     5     9     9     8     2     6     5     10    3     
Vardas858      Pavarde858     4     4     6     9     7     6     5     8     2     9     6     9     4     7     3     6     
Vardas859      Pavarde859     1     8     6     3     7     4     9     6     8     8     2     1     5     5     7     8     
Vardas860      Pavarde860     3     9     2     3     9     6     5     1     10    5     10    8     10    7     4     6     
Vardas861      Pavarde861     7     7     3     10    1     7     10    8     7     6     7     3     9     7     9     9     
Vardas862      Pavarde862     1     7     8     10    2     4     8     1     4     3     6     1     7     2     2     3     
Vardas863      Pavarde863     7     3     7     7     8     2     2     9     1     7     2     10    2     1     1     3     
Vardas864      Pavarde864     9     1     6     8     6     8     5     6     3     5     2     1     2     4     5     7     
Vardas865      Pavarde865     5     6     2     1     2     10    9     4     2     3     6     9     9     5     6     9     
Vardas866      Pavarde866     7     4     6     10    5     7     1     8     2     10    3     10    9     7     10    7     
Vardas867      Pavarde867     2     3     3     10    7     3     8     8     2     5     4     4     4     7     2     5     
Vardas868      Pavarde868     10    4     5     5     9     7     1     7     1     2     8     7     8     9     8     8     
Vardas869      Pavarde869     2     2     3     9     10    9     7     6     5     2     1     8     3     10    6     8     
Vardas870      Pavarde870     5     9     9     1     5     4     8     3     4     7     4     8     9     2     6     10    
Vardas871      Pavarde871     3     1     3     9     9     3     9     2     5     7     7     10    6     4     4     5     
Vardas872      Pavarde872     7     7     1     4     7     5     7     2     10    4     2     10    2     4     9     8     
Vardas873      Pavarde873     10    1     10    2     4     5     8     10    2     2     9     10    1     7     7     4     
Vardas874      Pavarde874     5     1     4     3     2     6     5     4     4     9     3     10    3     9     4     6     
Vardas875      Pavarde875     7     6     10    3     2     9     9     1     1     3     6     5     10    2     3     8     
Vardas876      Pavarde876     7     8     1     3     2     2     2     9     6     10    6     4     4     1     6     3     
Vardas877      Pavarde877     7     10    1     2     9     3     3     10    4     8     4     7     8     9     3     4     
Vardas878      Pavarde878     10    10    7     9     8     7     7     8     5     4     10    5     4     2     7     4     
Vardas879      Pavarde879     3     2     9     8     2     2     9     7     8     7     9     1     5     9     2     8     
Vardas880      Pavarde880     10    5     9     6     1     1     8     6     7     1     4     3     7     5     10    2     
Vardas881      Pavarde881     7     9     5     6     10    9     6     5     4     10    8     2     10    6     1     10    
Vardas882      Pavarde882     7     7     8     10    7     9     9     4     4     7     6     9     6     5     7     1     
Vardas883      Pavarde883     4     1     9     4     7     8     2     7     8     1     4     1     2     10    5     7     
Vardas884      Pavarde884     5     5     3     5     5     5     7     8     10    1     1     4     8     1     9     5     
Vardas885      Pavarde885     7     4     5     9     4     1     2     9     6     9     9     2     7     4     7     2     
Vardas886      Pavarde886     4     3     2     10    1     9     1     4     5     6     4     8     1     3     6     6     
Vardas887      Pavarde887     7     2     3     5     9     4     5     2     6     7     7     9     9     2     4     10    
Vardas888      Pavarde888     8     1     2     4     7     8     5     7     3     4     8     10    3     7     5     8     
Vardas889      Pavarde889     7     1     10    7     9     8     10    7     4     7     1     2     6     3     10    6     
Vardas890      Pavarde890     5     10    2     5     8     8     1     10    8     3     2     1     4     8     7     3     
Vardas891      Pavarde891     9     2     4     4     2     10    7     2     7     1     7     9     8     5     4     10    
Vardas892      Pavarde892     3     4     1     8     10    9     8     10    3     7     1     7     10    10    8     10    
Vardas893      Pavarde893     8     4     6     4     8     6     8     4     1     10    8     10    4     10    1     8     
Vardas894      Pavarde894     9     6     10    2     3     10    4     5     6     9     2     5     10    9     5     4     
Vardas895      Pavarde895     6     9     8     2     5     8     3     6     3     10    9     4     6     3     10    1     
Vardas896      Pavarde896     3     8     6     1     5     5     2     9     4     1     3     6     2     4     8     10    
Vardas897      Pavarde897     2     5     9     7     3     2     4     10    9     1     3     8     8     4     2     2     
Vardas898      Pavarde898     1     4     8     10    10    7     3     8     6     9     5     6     10    5     8     2     
Vardas899      Pavarde899     10    7     10    5     2     5     4     2     8     10    3     9     5     3     4     7     
Vardas900      Pavarde900     3     7     2     6     1     6     6     8     6     8     5     7     6     1     5     8     
Vardas901      Pavarde901     5     3     6     9     2     3     7     3     2     1     5     5     5     1     3     5     
Vardas902      Pavarde902     7     2     1     1     9     6     10    3     6     2     2     2     8     4     10    7     
Vardas903      Pavarde903     4     7     8     4     6     2     6     6     9     4     4     2     3     6     1     1     
Vardas904      Pavarde904     7     3     2     10    4     4     6     5     6     4     3     10    10    2     8     4     
Vardas905      Pavarde905     1     8     1     8     6     7     3     6     6     6     4     3     4     2     9     5     
